labels,text,emo_s,prob_emo_s,emotion_word,prob_max
guilt,We had had a party the night before and we still had some liquors left the morning after. I went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat. ,guilt,"[0.5235797762870789, 0.7259344458580017, 0.47656333446502686, 0.7280122637748718, 0.05455997213721275, 0.3008658289909363, 0.46237677335739136]",misconduct,0.7280122637748718
joy,While dancing in a restaurant last week. ,joy,"[0.07431801408529282, 0.01919206790626049, 0.08429425209760666, 0.33704227209091187, 0.8102759122848511, 0.01644229143857956, 0.13816742599010468]",joy,0.8102759122848511
fear,I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone. ,disgust,"[0.6315677762031555, 0.7771970629692078, 0.5835608839988708, 0.7233821153640747, 0.1290847510099411, 0.6136457324028015, 0.335671603679657]",repugnance,0.7771970629692078
anger,When a girl left me. ,sadness,"[0.8810354471206665, 0.9493011832237244, 0.703585147857666, 0.912703812122345, 0.007255624048411846, 0.9606152176856995, 0.6892240643501282]",grief,0.9606152176856995
sadness,"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days. ",sadness,"[0.6324431896209717, 0.7978286147117615, 0.5569050312042236, 0.7444316744804382, 0.0275842547416687, 0.8792345523834229, 0.5589102506637573]",sadness,0.8792345523834229
disgust,"On Reperbahn, in a restaurant, a ""charming"" old saleswoman came to beg a drink for herself. ",guilt,"[0.08909781277179718, 0.084673210978508, 0.14485685527324677, 0.4147389829158783, 0.32325902581214905, 0.16299748420715332, 0.24052694439888]",culpability,0.4147389829158783
shame,"At the funeral of my uncle, I was one of the bearers. I was not familiar with the etiquette and acted tactlessly because of my ignorance. ",guilt,"[0.6286741495132446, 0.5252932906150818, 0.5207638144493103, 0.9062216281890869, 0.15055909752845764, 0.8687375783920288, 0.637528657913208]",blameworthy,0.9062216281890869
guilt,"On Reberbahn, I was in a ""restaurant"" where drinks were overpriced. I did not ask for the prices beforehand, and when the bill came I could not pay the bill. ",sadness,"[0.654979407787323, 0.6475002765655518, 0.48900750279426575, 0.6632254719734192, 0.05635492876172066, 0.7697331309318542, 0.4771162271499634]",unhappy,0.7697331309318542
joy,My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer. ,guilt,"[0.2660489082336426, 0.3595302999019623, 0.059801679104566574, 0.8260735273361206, 0.6874969601631165, 0.02419137954711914, 0.7920020222663879]",culpability,0.8260735273361206
fear,"At the dentist's, waiting for my turn to come. ",fear,"[0.6584188342094421, 0.42665764689445496, 0.7502138614654541, 0.7005476355552673, 0.21328358352184296, 0.5565246343612671, 0.3643489181995392]",anxiety,0.7502138614654541
anger,"While in the army, I was treated unfairly by my superiors. I was held responsible for a deed of which I was innocent. ",guilt,"[0.8638156652450562, 0.9047713279724121, 0.7041622400283813, 0.9475157260894775, 0.2813631296157837, 0.9215216636657715, 0.6863189339637756]",culpability,0.9475157260894775
sadness,When I came to know that my grandmother had died. She was very close to me. ,sadness,"[0.7313738465309143, 0.7915033102035522, 0.7972959876060486, 0.9259359836578369, 0.6468304991722107, 0.9626498818397522, 0.8598875403404236]",sadness,0.9626498818397522
disgust,"In the army, an acquaintance of mine tended to use his position to advance his own interests. ",guilt,"[0.7525187730789185, 0.5967732071876526, 0.6026375889778137, 0.8982163071632385, 0.2950936555862427, 0.4553866386413574, 0.366184800863266]",misconduct,0.8982163071632385
shame,"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it. ",guilt,"[0.7322227358818054, 0.8680644035339355, 0.44401830434799194, 0.9755497574806213, 0.08642121404409409, 0.510206937789917, 0.5993005633354187]",misconduct,0.9755497574806213
guilt,When I spoke ill of a fellow worker in the absence of this person. ,guilt,"[0.7357082962989807, 0.8728642463684082, 0.4741826355457306, 0.9687992334365845, 0.0941581204533577, 0.5133121609687805, 0.9473535418510437]",misconduct,0.9687992334365845
joy,When I look at people around and know that people who are stupid look stupid. ,disgust,"[0.8085713386535645, 0.9408240914344788, 0.5198869705200195, 0.8148238062858582, 0.1517944037914276, 0.599298894405365, 0.7797948718070984]",repugnance,0.9408240914344788
fear,"When I saw Russian roulette on TV. (obviously the movie ""Deer hunter"") ",disgust,"[0.05426875501871109, 0.31370967626571655, 0.17107099294662476, 0.08890606462955475, 0.01778368093073368, 0.012808805331587791, 0.022008202970027924]",repugnance,0.31370967626571655
anger,When stupid people push me during rush time in the city. ,anger,"[0.9769933819770813, 0.9501389861106873, 0.7078552842140198, 0.9699777364730835, 0.0437232069671154, 0.9006410837173462, 0.7583039999008179]",irritation,0.9769933819770813
sadness,[ Laziness makes one sad. ] ,sadness,"[0.11939284205436707, 0.4075906276702881, 0.1367863416671753, 0.4002007842063904, 0.019679896533489227, 0.9894158840179443, 0.23000100255012512]",unhappy,0.9894158840179443
disgust,When I saw hundreds of snakes twisting over one another in a movie. ,disgust,"[0.6194411516189575, 0.8785527348518372, 0.7466617822647095, 0.39873436093330383, 0.27591052651405334, 0.21561166644096375, 0.1617242693901062]",repugnance,0.8785527348518372
shame,I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living. ,disgust,"[0.6906424164772034, 0.9809949994087219, 0.6989401578903198, 0.9254201650619507, 0.06952334195375443, 0.8024885058403015, 0.9668720364570618]",repugnance,0.9809949994087219
guilt,When I shot a bird in the head with a shotgun. ,joy,"[0.36263176798820496, 0.3902314007282257, 0.2995087504386902, 0.8281254172325134, 0.9813871383666992, 0.09238763898611069, 0.1913628876209259]",achievement,0.9813871383666992
joy,[ Being close to another person. ] ,joy,"[0.058595381677150726, 0.15929988026618958, 0.2315027415752411, 0.8525213599205017, 0.9558008313179016, 0.04452163353562355, 0.0697239562869072]",pleasure,0.9558008313179016
fear,[ Uncertainty about my own abilities in an exam. ] ,fear,"[0.5959067940711975, 0.43183812499046326, 0.9839537143707275, 0.5273049473762512, 0.05385241657495499, 0.6908666491508484, 0.3042251169681549]",anxiety,0.9839537143707275
anger,[ An unfair punishment. ] ,anger,"[0.9434305429458618, 0.9148208498954773, 0.5796450972557068, 0.8023831844329834, 0.0031531292479485273, 0.8966448903083801, 0.7540492415428162]",outrage,0.9434305429458618
sadness,"Loneliness, being uncertain of myself in the Autumn. ",sadness,"[0.19280695915222168, 0.5635612607002258, 0.9205997586250305, 0.35977494716644287, 0.0027981658931821585, 0.9903276562690735, 0.272844135761261]",loneliness,0.9903276562690735
disgust,A rich man expressing disgust towards an alcoholic. ,disgust,"[0.970551073551178, 0.9924746155738831, 0.8514775037765503, 0.6788862943649292, 0.059504617005586624, 0.9536880850791931, 0.8568539023399353]",repugnance,0.9924746155738831
joy,I went to a doctor with a complaint. The doctor told me that I was completely healthy. ,disgust,"[0.3998430073261261, 0.8744775056838989, 0.042498309165239334, 0.15324465930461884, 0.006745462771505117, 0.14857666194438934, 0.161197230219841]",repugnance,0.8744775056838989
fear,"My father was away from home and he did not come back when he was expected, he came back several hours later than expected. ",sadness,"[0.8649399280548096, 0.8440795540809631, 0.8048849105834961, 0.7846659421920776, 0.14334708452224731, 0.8805722594261169, 0.7737215161323547]",sadness,0.8805722594261169
anger,"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up. ",guilt,"[0.768557608127594, 0.4748535454273224, 0.5542653203010559, 0.8535383939743042, 0.12254277616739273, 0.7848278880119324, 0.5519657135009766]", responsibility,0.8535383939743042
sadness,I realized that the girl I loved had to leave me. ,sadness,"[0.7864835262298584, 0.8223976492881775, 0.7682778239250183, 0.8564519882202148, 0.05928641930222511, 0.9518355131149292, 0.5805880427360535]",sadness,0.9518355131149292
disgust,In the bus I was sitting next to a colleage who was drunk and behaved in keeping with his state. ,guilt,"[0.7521877884864807, 0.7287006378173828, 0.6035084128379822, 0.9226738214492798, 0.14682136476039886, 0.4599247872829437, 0.43918243050575256]",misconduct,0.9226738214492798
shame,I had promised to help out with domestic chores and I forgot about it. ,guilt,"[0.8174245953559875, 0.6812307834625244, 0.6617657542228699, 0.9619125127792358, 0.014650045894086361, 0.8906751275062561, 0.8557601571083069]",blameworthy,0.9619125127792358
guilt,I had promised to call a girl but I did not do it. ,guilt,"[0.7772319316864014, 0.7182521820068359, 0.5470619797706604, 0.9729514122009277, 0.019317910075187683, 0.8281428813934326, 0.7563490867614746]",misconduct,0.9729514122009277
joy,When I unexpectedly received birthday greetings from a person I like. ,joy,"[0.08283624053001404, 0.030886027961969376, 0.49275070428848267, 0.8888911604881287, 0.9559502601623535, 0.049130313098430634, 0.5458133220672607]",happy,0.9559502601623535
fear,I returned home late from a party last night and I felt afraid trying to anticipate the reaction of my father. ,fear,"[0.5771726369857788, 0.8400231599807739, 0.9817274808883667, 0.8467076420783997, 0.05813448876142502, 0.5041535496711731, 0.7360640168190002]",anxiety,0.9817274808883667
anger,When I learned that my brother had spoilt an LP of mine. ,guilt,"[0.8866943120956421, 0.9294888377189636, 0.6479156613349915, 0.9437317848205566, 0.03640450909733772, 0.8763882517814636, 0.7721912264823914]",misconduct,0.9437317848205566
sadness,When I came to know that a girl I was fond of already had a boyfriend. ,sadness,"[0.900128960609436, 0.9210114479064941, 0.8059855103492737, 0.8806517720222473, 0.11247532069683075, 0.947246789932251, 0.8061404228210449]",sadness,0.947246789932251
disgust,A too eager approach by a dirty drunken person in a bus. ,guilt,"[0.8147501945495605, 0.9560830593109131, 0.32889530062675476, 0.9817684888839722, 0.015515843406319618, 0.1291406750679016, 0.654431164264679]",misconduct,0.9817684888839722
shame,I made a major mistake while learning how to use a computer programme and the teacher criticized me. ,guilt,"[0.8228769302368164, 0.8595265746116638, 0.5408788919448853, 0.9235531091690063, 0.010743795894086361, 0.7673838138580322, 0.757116973400116]",culpability,0.9235531091690063
guilt,"I reproached my mother's cooking and criticised her personality, and she felt hurt and depressed. ",disgust,"[0.9253718852996826, 0.9840046167373657, 0.5656953454017639, 0.8396121859550476, 0.05796628072857857, 0.9333075881004333, 0.9260991811752319]",repugnance,0.9840046167373657
joy,I shot the decisive goal in an ice-hockey match. ,joy,"[0.0923091247677803, 0.07554635405540466, 0.09629174321889877, 0.8599940538406372, 0.9765183329582214, 0.015241793356835842, 0.11299161612987518]",achievement,0.9765183329582214
fear,When I got lost in New York city a late friday night with a friend of mine. ,anger,"[0.6665695905685425, 0.5629993677139282, 0.5345876216888428, 0.5275797247886658, 0.058982349932193756, 0.23779192566871643, 0.40391847491264343]",irritation,0.6665695905685425
anger,After having quarelled with a relative of mine about politics. ,anger,"[0.9075165390968323, 0.6798726320266724, 0.5668746829032898, 0.7992235422134399, 0.34537333250045776, 0.4921657145023346, 0.38702279329299927]",irritation,0.9075165390968323
sadness,The death of my grandmother. ,sadness,"[0.4709194600582123, 0.6105836033821106, 0.43645256757736206, 0.6993606090545654, 0.008291061036288738, 0.9749830365180969, 0.11660118401050568]",grief,0.9749830365180969
disgust,When I noticed that a nice person was being exploited economically. ,disgust,"[0.7846585512161255, 0.9322500824928284, 0.39420658349990845, 0.8721995949745178, 0.33157411217689514, 0.6216792464256287, 0.4221906065940857]",repugnance,0.9322500824928284
shame,I slandered a person behind his back and he got to know about it. ,shame,"[0.7711007595062256, 0.9474597573280334, 0.5808842182159424, 0.9823954701423645, 0.5702504515647888, 0.5498468279838562, 0.9876407980918884]",discredit,0.9876407980918884
guilt,I had quarelled with a friend of mine and I later realized that it was also my fault. ,guilt,"[0.9485737681388855, 0.9231550097465515, 0.6029032468795776, 0.9840333461761475, 0.26352545619010925, 0.7868675589561462, 0.8335759043693542]",blameworthy,0.9840333461761475
joy,I passed an exam which I was not sure at all to pass. I rejoyced at the result because the possibility of continuing my studies depended on it. ,joy,"[0.005094131454825401, 0.0948663279414177, 0.765460193157196, 0.7789085507392883, 0.984558641910553, 0.06761285662651062, 0.4221070408821106]",happy,0.984558641910553
fear,"In the traffic with a car, I nearly got crushed between a bus and a tram. The attention of other drivers saved me at the last moment. ",joy,"[0.5708942413330078, 0.5799627900123596, 0.6922918558120728, 0.607940673828125, 0.7769403457641602, 0.39332300424575806, 0.364304780960083]",blessed,0.7769403457641602
anger,"I was disappointed and angry at the bad quality of a documentay program on TV. In my opinion, the topic was important and the program should have been made with seriousness and consideration. ",sadness,"[0.9943344593048096, 0.9827350974082947, 0.920114278793335, 0.9664885997772217, 0.11709857732057571, 0.9981637597084045, 0.8959977030754089]",unhappy,0.9981637597084045
sadness,My father had a heart attack when I was not at home (I was still living with them). He recovered relatively well although he had to retire (which implied relief from the stress of a small scale enterprise). ,fear,"[0.22064851224422455, 0.24630632996559143, 0.9068347811698914, 0.5076274275779724, 0.49349328875541687, 0.5125048756599426, 0.29913219809532166]",scare,0.9068347811698914
