labels,text,feels_s,prob_feels_s,emotion_word,prob_max
joy,I got a fairly large amount of my taxes back. ,joy,"[0.24569842219352722, 0.35175082087516785, 0.25554266571998596, 0.6622519493103027, 0.9902397394180298, 0.16275142133235931, 0.07088848203420639]",accomplished,0.9902397394180298
fear,"I was jogging in the forest, in the central park area, when I saw a man hiding behind a tree. I got frigthened, turned around and ran out of the forest. ",fear,"[0.9806969165802002, 0.9973055124282837, 0.9983587861061096, 0.9491163492202759, 0.08138477057218552, 0.9301681518554688, 0.9788724780082703]",terrified,0.9983587861061096
anger,"I was coming home in a taxi with a fellow worker of mine. He was criticizing my earlier conduct towards him, which to my mind was unfounded. When I reached home, I ran out of the taxi and slammed the door. ",disgust,"[0.9380375146865845, 0.9532602429389954, 0.6235872507095337, 0.9384156465530396, 0.2512272596359253, 0.8612326979637146, 0.8143463730812073]",repugnance,0.9532602429389954
sadness,I had had a farewell party at the place where I had been working for a year. That night I could not fall off to sleep. I was sad thinking that I would not see my nice fellow workers again. ,sadness,"[0.13592542707920074, 0.5553868412971497, 0.9885998964309692, 0.9969112277030945, 0.0789223313331604, 0.9985381364822388, 0.8669419884681702]",sadness,0.9985381364822388
disgust,"I was travelling in a local train when a drunkard, smelling terribly, entered the same carriage and started eating fish that was stinking. ",anger,"[0.9852112531661987, 0.9185898303985596, 0.9666641354560852, 0.8990138173103333, 0.3986791670322418, 0.9542354941368103, 0.7349796295166016]",irritated,0.9852112531661987
shame,"While quarelling with a fellow worker of mine, I was vehement and irritated and I told him what I thought of him in plain language. I was ashamed of myself when I met him the next day. ",guilt,"[0.9932990074157715, 0.9835491180419922, 0.9727191925048828, 0.9986100196838379, 0.007558782584965229, 0.9938704967498779, 0.9980181455612183]",regretful,0.9986100196838379
guilt,"I was working as a secretary. My boss was to go to give a lecture, and wanted me to give him the exact address of the place. ",guilt,"[0.7111802101135254, 0.6934360265731812, 0.8599140644073486, 0.9288942217826843, 0.7672696113586426, 0.6984444856643677, 0.679835319519043]",responsible,0.9288942217826843
joy,"A sunny Autumn day, after a long rainy period. ",joy,"[0.08666891604661942, 0.07384148985147476, 0.033766090869903564, 0.29141291975975037, 0.9802458882331848, 0.017940685153007507, 0.1382034718990326]",happy,0.9802458882331848
fear,"Years ago, on my way to school by the forest path I came across an exhibitionist. ",joy,"[0.49373573064804077, 0.3811531066894531, 0.3500708043575287, 0.6497578024864197, 0.9549544453620911, 0.5824430584907532, 0.23180706799030304]",pleasure,0.9549544453620911
anger,"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me. ",sadness,"[0.8370763063430786, 0.879768431186676, 0.6266850233078003, 0.8765616416931152, 0.005730730015784502, 0.9037235975265503, 0.6648535132408142]",unhappy,0.9037235975265503
sadness,[ A person close to me told me that his positive regard depended on my conduct. ] ,guilt,"[0.2952885925769806, 0.0631277784705162, 0.5612763166427612, 0.9854314923286438, 0.4997595548629761, 0.16579218208789825, 0.12633414566516876]",responsible,0.9854314923286438
disgust,When an untidy and heavyly drunk person made endeavours to approach me. ,anger,"[0.776764988899231, 0.39220327138900757, 0.6426131725311279, 0.6229137778282166, 0.2606275975704193, 0.568241536617279, 0.3174434304237366]",irritated,0.776764988899231
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom. ",disgust,"[0.9431883692741394, 0.9833673238754272, 0.9237309694290161, 0.9756659269332886, 0.1547626405954361, 0.9611093997955322, 0.9610050320625305]",repugnance,0.9833673238754272
guilt,I lost my self-control and raised my voice at a child. ,guilt,"[0.9953151941299438, 0.9786975979804993, 0.9267098307609558, 0.9975926280021667, 0.10008196532726288, 0.981726348400116, 0.9751573801040649]",culpable,0.9975926280021667
joy,I got to know that I had been accepted at university. ,joy,"[0.22727614641189575, 0.11227298527956009, 0.1964818388223648, 0.6389809250831604, 0.9935722351074219, 0.08068396151065826, 0.04569095000624657]",accomplished,0.9935722351074219
fear,I had been watching a TV-program on paranormal phenomena. At night I could not fall off to sleep as I feared that humanoids were on the move. ,fear,"[0.9432446956634521, 0.9854753017425537, 0.9963802695274353, 0.94776850938797, 0.0398680754005909, 0.8827288746833801, 0.574424684047699]",fear,0.9963802695274353
anger,"My superior blamed me for some neglects at work in front of others. In fact, the task in question was not supposed to be done by me. ",guilt,"[0.9745185375213623, 0.8994882702827454, 0.8325558304786682, 0.9936249256134033, 0.17958463728427887, 0.9608252644538879, 0.9488701224327087]",blame,0.9936249256134033
sadness,My father suddenly fell ill and died. ,sadness,"[0.9594118595123291, 0.9722327589988708, 0.9895482063293457, 0.9908798933029175, 0.1540907472372055, 0.9972418546676636, 0.9285799860954285]",sorrow,0.9972418546676636
disgust,When a friend of mine got drunk and started to blame and scorn my other friends and me. ,disgust,"[0.9753716588020325, 0.986068606376648, 0.7163381576538086, 0.9805377125740051, 0.35708972811698914, 0.9211599826812744, 0.9734196066856384]",repugnance,0.986068606376648
shame,When I forgot a promise made to a friend of mine. ,guilt,"[0.882011890411377, 0.7356933951377869, 0.8243377804756165, 0.9900097250938416, 0.052306268364191055, 0.9344890117645264, 0.8806765675544739]",regretful,0.9900097250938416
guilt,It was my turn to cook dinner. I forgot a dish (the favourite of the family) in the oven and it got burnt and was uneatable. ,guilt,"[0.9904370903968811, 0.962976336479187, 0.9329444169998169, 0.9945092797279358, 0.21799993515014648, 0.992825984954834, 0.9702239632606506]",culpable,0.9945092797279358
joy,My joy was the joy of meeting again. My husband came home after having been away for weeks (for work). I was on the railway station to meet him. ,joy,"[0.010679480619728565, 0.06168210133910179, 0.02069535292685032, 0.575420618057251, 0.9971309304237366, 0.011881353333592415, 0.029212620109319687]",joyful,0.9971309304237366
fear,"I was alone at home and I could hear odd noises coming from above our bedroom. I knew that nobody lived there since it was an office. I got frightened (later I was given a ""natural"" explanation). ",fear,"[0.19462531805038452, 0.9721276164054871, 0.9977514147758484, 0.9011713862419128, 0.026294471696019173, 0.9460031390190125, 0.3616023659706116]",terrified,0.9977514147758484
anger,A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me. I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband. I got to know about it later the same day. ,anger,"[0.9817121028900146, 0.9078889489173889, 0.8918393850326538, 0.6347839832305908, 0.1924934983253479, 0.7504801750183105, 0.7471132278442383]",furious,0.9817121028900146
sadness,"The death of my father, even though we had not been very close to each other. ",sadness,"[0.6651945114135742, 0.7144573926925659, 0.8300260305404663, 0.9723305702209473, 0.35169923305511475, 0.9973523616790771, 0.536800742149353]",grieved,0.9973523616790771
disgust,The male friend of my mother (a widow) moved in to live with us. I did not like the man. ,disgust,"[0.9928562641143799, 0.9965876340866089, 0.9013360142707825, 0.9263251423835754, 0.38615766167640686, 0.9583487510681152, 0.7596513628959656]",repugnance,0.9965876340866089
shame,"At school I was talking to a classmate about mathematics. I had grown weary of it and said ""I would like to throw the book on the arse of Kuikka"". My classmate said ""Now, he is sitting there and waiting for the book"" (Kuikka was one of the most quiet boys of the class). I was ashamed of myself. ",shame,"[0.994961142539978, 0.9956755042076111, 0.9646270275115967, 0.9973762035369873, 0.3487417697906494, 0.9885542988777161, 0.9974275231361389]",embarrassed,0.9974275231361389
guilt,"The death of my father made me feel quite guilty, because my attitude towards him had been cold and indifferent. ",guilt,"[0.45109280943870544, 0.9948676824569702, 0.8662896752357483, 0.998206377029419, 0.005995235871523619, 0.9905597567558289, 0.9923343062400818]",regretful,0.998206377029419
joy,"My mother, sister and I were thinking about old times, our childhood, and we had a very happy time. ",joy,"[0.07793262600898743, 0.09343208372592926, 0.15518556535243988, 0.7566794753074646, 0.9980412721633911, 0.030905768275260925, 0.334242582321167]",joyful,0.9980412721633911
fear,"My husband had gone to drive a strange, broken car. At the agreed time, he had not returned, and I feared that he had had an accident. ",fear,"[0.9810739159584045, 0.9314266443252563, 0.9982176423072815, 0.9901187419891357, 0.37723100185394287, 0.9975672960281372, 0.9694147706031799]",fear,0.9982176423072815
anger,"I am a school teacher. One of the classes does not obey me at all, keeps on talking, does no work. One afternoon, everything went wrong, and I got exceedingly angry. ",anger,"[0.9913042783737183, 0.47029560804367065, 0.48823118209838867, 0.5870012044906616, 0.3779367208480835, 0.6152646541595459, 0.49047747254371643]",anger,0.9913042783737183
sadness,"A young, close relative of mine died, leaving behind a baby a few months old. ",sadness,"[0.8915194869041443, 0.9400925040245056, 0.9605481028556824, 0.9831121563911438, 0.1673574298620224, 0.9951711297035217, 0.7930065393447876]",sadness,0.9951711297035217
disgust,"A series about Freud was shown on TV. In it, a tampon had been set in the nose of a woman, and forgotten there. After great pain it was taken off (close-up picture), the woman was bleeding from the nose and the mouth. ",guilt,"[0.8655802011489868, 0.8956046104431152, 0.8077929019927979, 0.9161996841430664, 0.03664300963282585, 0.8395665287971497, 0.7405601739883423]",misconduct,0.9161996841430664
shame,"I had promised to lend something to my mother-in-law and I forgot it a couple of times. When she asked me about it the third time, I was ashamed at my absent-mindedness. ",shame,"[0.9758704900741577, 0.9984081387519836, 0.9881171584129333, 0.9983207583427429, 0.004519387148320675, 0.995782732963562, 0.998624324798584]",embarrassed,0.998624324798584
guilt,"A borrowed car broke down while I was using it. It was not my fault, nevertheless I felt guilty. ",guilt,"[0.8314390182495117, 0.9968411922454834, 0.9608675241470337, 0.9982390403747559, 0.05306689068675041, 0.9871916770935059, 0.9699534177780151]",guilty,0.9982390403747559
joy,I started a new branch of studies after having failed a former one. When I got back my exam papers I was very happy to know that I almost had full marks. ,joy,"[0.0032081797253340483, 0.016518862918019295, 0.07857350260019302, 0.7945249676704407, 0.9980396628379822, 0.01300069410353899, 0.1072750836610794]",happy,0.9980396628379822
fear,"I was diving below the ice, in a cave, at a depth of metres. Visibility was almost zero and the oxygen level decreased threateningly. There were three of us divers on one safety rope. ",fear,"[0.8158542513847351, 0.880265474319458, 0.9908547401428223, 0.8901159763336182, 0.5332176685333252, 0.8004580140113831, 0.3797087073326111]",fear,0.9908547401428223
anger,My mother carried on using mental pressure concerning something which was serious and a real burden to me. ,guilt,"[0.9789772033691406, 0.9633980989456177, 0.9749190211296082, 0.9820564389228821, 0.2156941443681717, 0.9120433330535889, 0.7544737458229065]",culpable,0.9820564389228821
sadness,"My grandfather died, I went to the mortuary and saw the corpse. ",sadness,"[0.8570005297660828, 0.9202049970626831, 0.9329854846000671, 0.9571365714073181, 0.38040441274642944, 0.9977407455444336, 0.8351506590843201]",grieved,0.9977407455444336
disgust,[ The same as in anger. ] ,anger,"[0.9956235289573669, 0.9764277338981628, 0.15476566553115845, 0.970312774181366, 0.0018072013044729829, 0.9887762665748596, 0.769199788570404]",irritated,0.9956235289573669
shame,As a child when I was blamed for peeing in the swimming-pool. ,guilt,"[0.9905492663383484, 0.9929649829864502, 0.9109880924224854, 0.9972865581512451, 0.13172359764575958, 0.9873914122581482, 0.9904668927192688]",blame,0.9972865581512451
guilt,"A friend of mine was drunk and having an argument on the street with a woman, appparently his girlfriend. I was walking on the other side of the street and thought that I was not supposed to interfere. Later I heard that he had shot himself that evening. ",sadness,"[0.9733179807662964, 0.9388039708137512, 0.9564453363418579, 0.939773678779602, 0.16415448486804962, 0.9878288507461548, 0.7115020751953125]",grieved,0.9878288507461548
joy,My girlfriend sent me a letter with a shiny picture in it. ,joy,"[0.49500441551208496, 0.5433088541030884, 0.5116641521453857, 0.9233694076538086, 0.9854699373245239, 0.33928272128105164, 0.46527740359306335]",happy,0.9854699373245239
fear,I was about to begin a journey in a car with an acquaintance of mine. ,joy,"[0.5653805732727051, 0.4189445376396179, 0.7265192866325378, 0.6102747321128845, 0.84051913022995, 0.6275598406791687, 0.48336321115493774]",pleasure,0.84051913022995
anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA. ,anger,"[0.9736534953117371, 0.9731515049934387, 0.9617366194725037, 0.9075537919998169, 0.3869224786758423, 0.9549692273139954, 0.7982856035232544]",annoyed,0.9736534953117371
