labels,text,expr_s,prob_expr_s,emotion_word,prob_max
sadness,I was told by a good friend that we couldn't be friends any more because of his relationship with another girl. ,sadness,"[0.9243354797363281, 0.9143494963645935, 0.8523606657981873, 0.8454439043998718, 0.00814634095877409, 0.9842455983161926, 0.8210820555686951]",unhappiness,0.9842455983161926
disgust,"This is difficult, since I don't remember feeling disgust towards anyone. ",sadness,"[0.3601318597793579, 0.41529956459999084, 0.3074731230735779, 0.2979589104652405, 0.03571261093020439, 0.7924554944038391, 0.4631083309650421]",unhappiness,0.7924554944038391
shame,"If I don't go to lectures, I often feel ashamed. ",shame,"[0.10762404650449753, 0.9305433034896851, 0.9377936124801636, 0.9735475778579712, 0.19327518343925476, 0.765863299369812, 0.9811670184135437]",embarrassment,0.9811670184135437
guilt,I was very angry with a girlfriend for interferring a little too much with my personal affairs. I told her so rather strongly and she started crying. ,anger,"[0.9978684186935425, 0.994796097278595, 0.13380955159664154, 0.9928280711174011, 0.025627613067626953, 0.9937538504600525, 0.5144776105880737]",anger,0.9978684186935425
joy,"When my fiancee travelled Km to visit me, and I hadn't seen her for months. ",joy,"[0.635049045085907, 0.18512924015522003, 0.6867154240608215, 0.6667091846466064, 0.9548613429069519, 0.4058745801448822, 0.2608097493648529]",happiness,0.9548613429069519
fear,"I was beaten up at a private New Year's party once, through no fault of mine. ",fear,"[0.9596139192581177, 0.9669832587242126, 0.969761073589325, 0.913073718547821, 0.008670836687088013, 0.9672203063964844, 0.9534240365028381]",scare,0.969761073589325
anger,"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only). ",sadness,"[0.9975408315658569, 0.9975205063819885, 0.7998255491256714, 0.9858520030975342, 0.005031723529100418, 0.9988007545471191, 0.9086882472038269]",unhappiness,0.9988007545471191
sadness,When my grandmother died. ,sadness,"[0.7208783626556396, 0.9203264117240906, 0.9248783588409424, 0.9827598333358765, 0.38299426436424255, 0.9930190443992615, 0.4765598773956299]",grief,0.9930190443992615
disgust,The murder of two girls on a school trip to Berlin (and sexual crimes generally) a couple of years ago. ,guilt,"[0.8766579031944275, 0.9173333644866943, 0.9375199675559998, 0.9766092896461487, 0.006636911537498236, 0.9465905427932739, 0.5541401505470276]",blameworthy,0.9766092896461487
shame,When taking part in the mobbing of one of my best friends in primary school. ,guilt,"[0.9256049990653992, 0.9073078036308289, 0.8348504900932312, 0.9840547442436218, 0.033753953874111176, 0.9098101854324341, 0.8173593282699585]",misconduct,0.9840547442436218
guilt,"When I secretly tried smoking for the first time, being years old. ",guilt,"[0.2748669683933258, 0.20984238386154175, 0.5731187462806702, 0.9440827965736389, 0.6891874670982361, 0.2819717526435852, 0.9169148206710815]",guilt,0.9440827965736389
joy,"When the person that I was very fond of, returned to me. ",joy,"[0.016309652477502823, 0.008173185400664806, 0.272752046585083, 0.5093496441841125, 0.9854471683502197, 0.4012279212474823, 0.02465824782848358]",pleasure,0.9854471683502197
fear,Not applicable to myself. ,disgust,"[0.43951064348220825, 0.6642523407936096, 0.33654889464378357, 0.22633272409439087, 0.13333240151405334, 0.5740591883659363, 0.24739818274974823]",repugnance,0.6642523407936096
anger,When students in our working group showed no responsibility or interest in our work. ,guilt,"[0.9820012450218201, 0.9697461724281311, 0.7124563455581665, 0.9869879484176636, 0.048763491213321686, 0.9840484857559204, 0.8734884858131409]",blameworthy,0.9869879484176636
sadness,A very close friend left me. ,sadness,"[0.9347135424613953, 0.9444488883018494, 0.8966571688652039, 0.9679044485092163, 0.02350626327097416, 0.9957597851753235, 0.7930704951286316]",unhappiness,0.9957597851753235
disgust,"Some people were unfairly treated, because of their nationality/colour. ",disgust,"[0.9101252555847168, 0.9838062524795532, 0.4963909983634949, 0.9836660623550415, 0.05288611724972725, 0.9497809410095215, 0.7556637525558472]",repugnance,0.9838062524795532
shame,Taking part in the mobbing of some girls in my class in primary school. ,guilt,"[0.9456452131271362, 0.9032824635505676, 0.8173569440841675, 0.9936906099319458, 0.2911413908004761, 0.7709004282951355, 0.8570000529289246]",misconduct,0.9936906099319458
guilt,Not applicable to myself. ,disgust,"[0.43951064348220825, 0.6642523407936096, 0.33654889464378357, 0.22633272409439087, 0.13333240151405334, 0.5740591883659363, 0.24739818274974823]",repugnance,0.6642523407936096
joy,A close acquaintace cried for me. I felt happy because somebody cared. ,joy,"[0.0016883612843230367, 0.003373900195583701, 0.016778549179434776, 0.6162292957305908, 0.9943110942840576, 0.9662821888923645, 0.00443929573521018]",joy,0.9943110942840576
fear,A letter from my boyfriend began in such a way that I thought he was going to end our relationship. I was afraid of reading the rest. ,fear,"[0.955962598323822, 0.9366841316223145, 0.993296205997467, 0.9230846166610718, 0.0011935840593650937, 0.9681508541107178, 0.833202600479126]",scare,0.993296205997467
anger,"My nephew is a deaf and also ""hyperactive"" boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain. ",anger,"[0.9934866428375244, 0.9603753685951233, 0.3655168116092682, 0.9640178680419922, 0.08671428263187408, 0.9761691689491272, 0.2845979630947113]",irritation,0.9934866428375244
sadness,A woman I know is slowly dying from cancer. Observing this process makes me sad. ,sadness,"[0.0035035202745348215, 0.8846811056137085, 0.8308422565460205, 0.99522864818573, 0.004545179661363363, 0.9982024431228638, 0.5730029344558716]",unhappiness,0.9982024431228638
disgust,Close friends talking badly of other friends. ,shame,"[0.9816136360168457, 0.9884998202323914, 0.4806232750415802, 0.9955912828445435, 0.011541164480149746, 0.9932700991630554, 0.9958563446998596]",discredit,0.9958563446998596
shame,"My father died after two very painful weeks in bed. I felt relieved, and was ashamed of that. ",shame,"[0.6764336228370667, 0.9930524230003357, 0.3275546133518219, 0.9930744171142578, 0.8454461693763733, 0.8213083744049072, 0.9968118071556091]",embarrassment,0.9968118071556091
guilt,"We had a day off from school. Instead of helping my mother with her job, I stayed in bed all day. ",guilt,"[0.8627575635910034, 0.8500343561172485, 0.7724001407623291, 0.983488142490387, 0.43728959560394287, 0.9434660077095032, 0.8549451231956482]",misconduct,0.983488142490387
joy,Renewed contact with an earlier friend. ,joy,"[0.007686360273510218, 0.008847154676914215, 0.023286858573555946, 0.27711042761802673, 0.8822833299636841, 0.005553365685045719, 0.010822685435414314]",pleasure,0.8822833299636841
fear,Fearing the use of power or reprimands when I belong to the minority. ,fear,"[0.6964184641838074, 0.9939661622047424, 0.9982635378837585, 0.8867267370223999, 0.018971893936395645, 0.8797468543052673, 0.9091336727142334]",anxiety,0.9982635378837585
anger,"A close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me. ",guilt,"[0.9712780714035034, 0.9616576433181763, 0.8536449074745178, 0.9880492091178894, 0.05216137692332268, 0.9559187889099121, 0.9584409594535828]",misconduct,0.9880492091178894
sadness,When realizing that my girlfriend and myself in fact had started the process of breaking up. ,sadness,"[0.8195791244506836, 0.8695499897003174, 0.8832147121429443, 0.9261182546615601, 0.03717461973428726, 0.9728536605834961, 0.7064995765686035]",unhappiness,0.9728536605834961
disgust,"Political and military trnsgressions around the world, generally speaking. This cannot be described through this questionaire. ",disgust,"[0.04049880802631378, 0.07677081972360611, 0.04654422774910927, 0.05306516960263252, 0.00684681860730052, 0.04915556311607361, 0.031151557341217995]",bitterness,0.07677081972360611
shame,Was accused of having hidden intentions in a situation when I believed I was acting honestly and fairly. ,anger,"[0.9538164734840393, 0.9512493014335632, 0.7148241996765137, 0.91046541929245, 0.047957949340343475, 0.9404301643371582, 0.939201295375824]",irritation,0.9538164734840393
guilt,"When my aunt took her own life, I felt guity for not understanding that she needed support. ",guilt,"[0.2373305857181549, 0.9726700186729431, 0.8761155009269714, 0.9962244033813477, 0.015042099170386791, 0.9866103529930115, 0.9872564077377319]",regret,0.9962244033813477
joy,"Receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not. ",fear,"[0.020357271656394005, 0.031298018991947174, 0.9863911867141724, 0.32318544387817383, 0.9615520238876343, 0.8095725178718567, 0.07068783789873123]",anxiety,0.9863911867141724
anger,"When I tried to breake it up with my boyfriend, and he refused to let me go. ",sadness,"[0.9811384081840515, 0.9751739501953125, 0.9256877303123474, 0.9426735639572144, 0.01727357506752014, 0.9934258460998535, 0.8810781836509705]",unhappiness,0.9934258460998535
sadness,Having to go back home form the U. S. after having been there for ten weeks to visit my brother and his family. ,sadness,"[0.9871784448623657, 0.9891210198402405, 0.9777035117149353, 0.9886089563369751, 0.03524897247552872, 0.9925717711448669, 0.6518316268920898]",unhappiness,0.9925717711448669
guilt,"I dated another boy several times, when I was still ""going with"" my former boyfriend. This made me feel a little bit guilty towards my friend. ",guilt,"[0.17761722207069397, 0.8544759154319763, 0.7377592921257019, 0.9900357723236084, 0.08210894465446472, 0.7855216264724731, 0.9184665083885193]",guilt,0.9900357723236084
joy,Finding my glasses again after having lost them in town. ,joy,"[0.5724397897720337, 0.13069486618041992, 0.9126095175743103, 0.6410196423530579, 0.9938987493515015, 0.13337205350399017, 0.2542734146118164]",an achievement,0.9938987493515015
fear,Falling off a cliff in the mountains. ,fear,"[0.7107139229774475, 0.9639850854873657, 0.981609582901001, 0.8852201104164124, 0.22005176544189453, 0.8990494608879089, 0.8733167052268982]",scare,0.981609582901001
anger,Having a fight with a class mate. ,anger,"[0.9972113966941833, 0.9906660914421082, 0.8779460191726685, 0.9918305277824402, 0.018895836547017097, 0.9965900182723999, 0.8761416673660278]",anger,0.9972113966941833
sadness,When the gear broke on my car. ,sadness,"[0.9769065976142883, 0.9432761669158936, 0.942647397518158, 0.9753784537315369, 0.035940539091825485, 0.9809566736221313, 0.8574920296669006]",unhappiness,0.9809566736221313
disgust,Can't remember having had this feeling. ,sadness,"[0.4161078929901123, 0.6805719137191772, 0.509485125541687, 0.3371661901473999, 0.25693607330322266, 0.7771120071411133, 0.20078231394290924]",unhappiness,0.7771120071411133
shame,Can't remember that feeling. ,sadness,"[0.484568327665329, 0.6738123297691345, 0.29267334938049316, 0.4922524690628052, 0.06685495376586914, 0.7562882900238037, 0.27898868918418884]",unhappiness,0.7562882900238037
guilt,I forgot to lock the outside door at my Land Lady's place. ,guilt,"[0.9158462882041931, 0.7900788187980652, 0.8820168972015381, 0.9942439198493958, 0.13435983657836914, 0.8733437061309814, 0.9539596438407898]",blameworthy,0.9942439198493958
joy,I got a job right after school was over. ,joy,"[0.30712586641311646, 0.15539203584194183, 0.11703237891197205, 0.9274440407752991, 0.9872681498527527, 0.14369827508926392, 0.07211878150701523]",an achievement,0.9872681498527527
fear,Going home alone through the forest after a girl guide (scout ? ) meeting. ,sadness,"[0.689728856086731, 0.7854938507080078, 0.8925086855888367, 0.7965839505195618, 0.12213802337646484, 0.9957950115203857, 0.5057615041732788]",loneliness,0.9957950115203857
anger,I get angry when people disbelieve me or misunderstand me. ,anger,"[0.9986855387687683, 0.986390233039856, 0.18580378592014313, 0.9710848927497864, 0.11201547831296921, 0.892940878868103, 0.7638993859291077]",irritation,0.9986855387687683
sadness,At the death of a close relative. ,sadness,"[0.574504017829895, 0.8275123834609985, 0.8845131993293762, 0.9926744103431702, 0.6208885908126831, 0.9961315393447876, 0.33439913392066956]",grief,0.9961315393447876
disgust,"Having been unjustly punished, I feel disgust towards the person responsible. ",sadness,"[0.9966778755187988, 0.9974682331085205, 0.9731175303459167, 0.9955877065658569, 0.004237345885485411, 0.9978801012039185, 0.9946905970573425]",unhappiness,0.9978801012039185
shame,Being caught in changing the truth (lying). ,guilt,"[0.8976625204086304, 0.9705855846405029, 0.9397390484809875, 0.9943262934684753, 0.12113592028617859, 0.8537619113922119, 0.9584940075874329]",culpability,0.9943262934684753
guilt,"Doing something wrong at home, and then letting my (normally) more rampant brother take the blame. ",guilt,"[0.9524314999580383, 0.9689976572990417, 0.8509989976882935, 0.9938206076622009, 0.20506297051906586, 0.953055202960968, 0.9642459154129028]",misconduct,0.9938206076622009
joy,Having passed the exam required to be an authorized Radio/TV dealer. ,joy,"[0.0768829807639122, 0.054316356778144836, 0.05476395785808563, 0.7341690063476562, 0.9970446228981018, 0.047403205186128616, 0.008761441335082054]",an achievement,0.9970446228981018
