labels,text,prob_emotion,emotion
guilt,"I had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand. ","[0.7545411661267281, 0.7737552995483081, 0.5938557858268421, 0.9616175591945648, 0.27757206520376104, 0.5500790253281593, 0.9339191367228825]",guilt
joy,When a student of mine (at music) performed and played remarkably well. ,"[0.024259305015827216, 0.005975657196055788, 0.04860736965201795, 0.25526525949438417, 0.9159612655639648, 0.02181452140212059, 0.06399173809525867]",joy
fear,When climbing up the stairs to the top of a ski-jumping hill. ,"[0.17196504880363742, 0.16539107589051127, 0.6725033260881901, 0.2624854644139608, 0.8229268938302994, 0.08788139885291457, 0.09942791859308878]",joy
anger,My boy-friend came home late one night without having told me about it before. ,"[0.7874144663413365, 0.5609808135777712, 0.8045908808708191, 0.881543333331744, 0.3804715362687906, 0.6960521216193836, 0.816079745690028]",guilt
sadness,The breaking up of a long lasting relationship. ,"[0.6833220620950062, 0.7004748731851578, 0.7212516615788143, 0.6618862102429073, 0.19817961930918196, 0.8989141335090001, 0.5998304386933644]",sadness
disgust,"While watching the movie called ""Deer hunter"" on TV, when it showed how prisoners were treated. ","[0.7888265798489253, 0.8519270916779835, 0.850886012117068, 0.7566711902618408, 0.3132879335510855, 0.7934024284283321, 0.7555188089609146]",disgust
shame,When I noticed that a person I found attractive had seen me picking my nose. ,"[0.5656251100202401, 0.13024429536502188, 0.7865603441993396, 0.8079301665226619, 0.388046799848477, 0.3683314634642253, 0.8317119677861531]",shame
guilt,When I think that I have been too stict or narrow minded towards my students. ,"[0.44142333045601845, 0.5765625461935997, 0.6192752284308274, 0.8543056795994441, 0.04686179310859492, 0.6457820944488049, 0.8108985771735508]",guilt
joy,When I made up with a girl-friend of mine after having been on unfriendly terms with her (my fault). I cried with joy that evening. ,"[0.0014181814137070128, 0.014068157758932406, 0.12822751417115796, 0.34749968939771253, 0.9494381000598271, 0.003156312770443037, 0.039101402338322565]",joy
fear,"While cycling in the country, I came across a large herd of cows. ","[0.4479336626827717, 0.3342054461439451, 0.5226656471689543, 0.42273993541797, 0.5686484997471174, 0.353432250674814, 0.22497615839044255]",joy
anger,When I heard that my step-mother had treated my mother in a wrong manner. ,"[0.8981714000304539, 0.8909036815166473, 0.8308250357707341, 0.8709189395109813, 0.32420549960806966, 0.8291218069692452, 0.8934607207775116]",anger
sadness,When my friend did not pass the high school graduation examinations. ,"[0.7795909295479457, 0.7404004285732906, 0.8351883192857106, 0.8073314279317856, 0.17385509037800753, 0.9305970221757889, 0.8515870521465938]",sadness
disgust,"When I heard about the advances an acquaintance of mine had made to my friends, who did not approve of them. ","[0.7924813727537792, 0.7225588125487168, 0.7647737090786297, 0.807393270234267, 0.4567664950154722, 0.7392378598451614, 0.8172631114721298]",shame
shame,"When after having had sexual intercourse with a friend, I thought that he had told about it to a friend of his. ","[0.754456212123235, 0.5093046327431997, 0.9144452512264252, 0.8906537890434265, 0.5342116498698791, 0.6554152108728886, 0.8227070818344753]",fear
guilt,"When I promised a male friend of mine to visit him, and did not. ","[0.767895018061002, 0.7171700795491536, 0.6505514209469159, 0.9525235146284103, 0.26896119707574445, 0.8755472948153813, 0.8959010044733684]",guilt
joy,"During lectures, I sensed an unexpressed understanding with a boy I did not know. We exchange glances I think he likes me, and I like him too. Perhaps he has fallen in love with me . . . . . . . . . ","[0.0007770951924612746, 0.006477767744703063, 0.08658504005870782, 0.11758491296010713, 0.7109532977143924, 0.017069527636825416, 0.05231854834710248]",joy
fear,"At night, I walk home past a forest. Once, somebody got stabbed in the forest. I imagine someone attacking me and I hurry up. ","[0.8189480950435002, 0.8106239239374797, 0.9797303328911464, 0.7317811201016109, 0.1273113374481909, 0.36300135776400566, 0.5847381738324959]",fear
anger,"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once. ","[0.5116917074968418, 0.2171081829195221, 0.3668891334285339, 0.4072113207851847, 0.3707171054556966, 0.021986949141137302, 0.14279497725268203]",anger
sadness,"A relationship in which I had put my trust, broke up. I was sad when I realized how easy it is to forget something that one had once regarded as great and significant. ","[0.0014324482084096721, 0.05132560068159364, 0.051701642534074686, 0.5690705999732018, 0.20082479541694434, 0.9758769273757935, 0.1748827152575056]",sadness
disgust,"A nightmare. I was dreaming about bloodsuckers, which I tried to shake off from my body, they are everywhere, they get glued, they suck. And there are a lot of them. I panic. ","[0.7605751355489094, 0.9309603894750278, 0.9969339569409688, 0.34884561349948245, 0.12610278688953258, 0.20221774466335773, 0.3252354823052883]",fear
shame,"I told evil lies about a close friend of mine. I was evil in order to sound jolly, to charm a person whom I wanted to impress. I sold my friend, I was despicable. ","[0.9239844630161922, 0.9838683903217316, 0.9302066365877788, 0.9625378052393596, 0.283633930919071, 0.8282606129844983, 0.9779689957698185]",disgust
guilt,"I met my ex boyfriend by chance. We separated a few months ago and I am now with a new boyfriend. My ex boyfriend looked depressed, and I know I am not to be blamed. ","[0.011605846734407049, 0.19052755242834488, 0.15945800029051801, 0.363577942053477, 0.0784508954869428, 0.8369981472690899, 0.13596752953405183]",sadness
joy,"[ During inter-rail-trip, after troubles, I met my little sister. ] ","[0.20881790978213152, 0.04493526105458538, 0.4655830152332783, 0.45347390944759053, 0.7813757633169491, 0.2710586319444701, 0.13517593095699948]",joy
fear,Traveling as the only female in a railway carriage in the middle of the night in Italy. ,"[0.7473428348700206, 0.6128119565546513, 0.9121336837609608, 0.705035537481308, 0.4395156167447567, 0.7921740462382634, 0.7600765476624172]",fear
anger,"A male, Honduran acquaintance of mine despised my opinions. ","[0.817193975051244, 0.9588964978853862, 0.5415136168400446, 0.39895468950271606, 0.18774761740739146, 0.3665153657396635, 0.791566660006841]",disgust
sadness,When our dog died. ,"[0.7398910870154698, 0.7780301794409752, 0.816020409266154, 0.8020481293400128, 0.42016175611449097, 0.9488384127616882, 0.7370115915934246]",sadness
disgust,"While walking on the street with a good friend of mine, we met an acquaintance of hers. My friend started showing off and telling false stories about herself and praising herself. ","[0.3323712182852129, 0.08799676432196671, 0.11984732770361006, 0.35374159129181254, 0.47254818553725875, 0.006644407626784718, 0.1766662901112189]",joy
shame,I was dishonest to my boyfriend concerning something that is important to our relationship. ,"[0.8366639514764149, 0.7902957846721013, 0.8050933579603832, 0.9304753839969635, 0.07501655747182667, 0.666710505882899, 0.9187146524588268]",guilt
guilt,A parking fine. ,"[0.7081099574764569, 0.5364507747193178, 0.39173580395678675, 0.7123172506690025, 0.02461637684609741, 0.34169668968146044, 0.7159450650215149]",shame
joy,"After having at last finished my master's thesis, I felt great joy and relief. I had been haunted by the thesis during the whole of my studies. ","[0.0007380484336560282, 0.0026637287567912913, 0.009015766408992931, 0.056453331208710246, 0.9128489941358566, 0.0007741747249383479, 0.011879240613779984]",joy
fear,"While preparing my master's thesis, I was scared that I would not accomplish anything as the subject was rather difficult. ","[0.012240196151348453, 0.2224682872183621, 0.98141444226106, 0.3700155671685934, 0.09525864711031318, 0.1667325682938099, 0.13332141578818363]",fear
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks. I felt hatred for him but it stopped when I realized that he just longed for attention. ","[0.7033639121800661, 0.9301862468322117, 0.02490809472510591, 0.201470390195027, 0.11012989591593698, 0.011347997225432968, 0.039917999024813376]",disgust
sadness,"The last time I felt sad and disappointed was when I did not do as well as I had hoped in one of the final exams. As compared with the earlier exams, the questions, I think, were unjust. ","[0.004780666339987268, 0.2928833436453715, 0.36150972098888207, 0.33281463632980984, 0.035512818375233714, 0.8964879205450416, 0.4213913488201797]",sadness
disgust,"After the first of May, I detested my fiance's friends, who had piled on to our party and spoilt it completely. ","[0.9798406263192494, 0.9771538078784943, 0.5012725579241911, 0.6446723689635594, 0.25387472643827397, 0.3022703509001682, 0.6052959163983662]",anger
shame,"After our sad first of May party, I felt ashamed because the friends who had been invited had to suffer. We, the organizers of the party, did not drive the intruders away. ","[0.015605886622021597, 0.5766437177856764, 0.08517465678354105, 0.951093499859174, 0.03338622293085791, 0.7906458365420501, 0.9795332998037338]",shame
guilt,"At my summer job, I was responsible for making various orders. It was not me who had ordered some seasonal merchandise, but when much of it was left over and had to be thrown away in the Autumn, I felt partly responsible for the much too large order. ","[0.39107592341800534, 0.3985562125841776, 0.37341156136244535, 0.8610430012146633, 0.16392340417951345, 0.5181536736587683, 0.48943227529525757]",guilt
joy,When I met a good friend of mine after a long time. ,"[0.02627557333714018, 0.0031593006885183663, 0.2225698985469838, 0.26555492356419563, 0.8734671324491501, 0.08756188256666064, 0.09798179512533049]",joy
fear,I was camping with a friend of mine and we spent the night in the forest. I could not fall off to sleep and could clearly hear noises from outside (steps ? ) approaching our tent. ,"[0.4971669440468152, 0.3125804327428341, 0.9061804960171382, 0.5508247340718906, 0.13256695218539485, 0.24952064951260886, 0.2712644704928001]",fear
anger,When I quarelled with my parents. ,"[0.9037392288446426, 0.7425933902462323, 0.5680354138215383, 0.6926386455694835, 0.29697857529390603, 0.7567340147991974, 0.6008604268232982]",anger
sadness,"Being away from a very close friend, I was away from Finland for a year as an exchange student. ","[0.3364540462692579, 0.27928415530671674, 0.521278073390325, 0.548957319309314, 0.04329107604765644, 0.8060870418945949, 0.28722687251865864]",sadness
disgust,When I saw a spider. ,"[0.65891927977403, 0.7976978992422421, 0.9133298993110657, 0.5395000005761783, 0.36539170828958356, 0.49331942169616616, 0.5868650277455648]",fear
shame,While playing I urinated on grandma's floor and did not go to the lavatory. My cousin told grandma and she came. ,"[0.7916295925776164, 0.7735418677330017, 0.6999545966585476, 0.8701588213443756, 0.06194099904193232, 0.6539550926536322, 0.865344300866127]",guilt
