labels,text,feels_s,prob_feels_s,prob_max
fear,When I saw a horror film. ,fear,"[0.827905535697937, 0.7192316179474195, 0.9908049503962199, 0.7110745906829834, 0.13380812923423946, 0.6377512911955515, 0.3946393008033435]",0.9908049503962199
anger,When my sister took something that belonged to me without my permission. ,guilt,"[0.9699601928393046, 0.7749555086096128, 0.7874800662199656, 0.9892749786376953, 0.05146373868531858, 0.7299044132232666, 0.9237547814846039]",0.9892749786376953
sadness,When I felt alone and without love. ,sadness,"[0.3261547861620784, 0.3621143481383721, 0.5804271101951599, 0.5966475134094557, 0.004176001772672559, 0.9764568507671356, 0.44719310849905014]",0.9764568507671356
disgust,When I visited a creche. The conditions weren't too precarious but the children were in conditions of physical and emotional penury. ,guilt,"[0.7043856531381607, 0.5621716330448786, 0.6294271697600683, 0.8492010434468588, 0.08536456436074029, 0.8416894773642222, 0.4553053180376689]",0.8492010434468588
shame,When I fell down. ,guilt,"[0.681613619128863, 0.5488780215382576, 0.8763701816399893, 0.9685778220494589, 0.04226125365433594, 0.8293137550354004, 0.9508416453997294]",0.9685778220494589
guilt,I lost a conference because I hadn't got in touch with a certain person to inform her that I would go with her. I thought she knew what I wanted. ,guilt,"[0.6052415370941162, 0.2421125868956248, 0.5242121915022532, 0.7829901079336802, 0.016982606175588444, 0.6576622476180395, 0.5899340113004049]",0.7829901079336802
joy,After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality. ,joy,"[0.1859958100443085, 0.10617150956143935, 0.20805433299392462, 0.23502895065272847, 0.9278228580951691, 0.10326946278413136, 0.028917073737829924]",0.9278228580951691
fear,I had an important amount of money with me and felt fear of being assaulted. ,fear,"[0.05512365275838723, 0.23920553651017448, 0.9910715520381927, 0.7113224565982819, 0.0013075715154021357, 0.24556195611755052, 0.22106329475839934]",0.9910715520381927
anger,When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me. ,guilt,"[0.9329423308372498, 0.7383046547571818, 0.8718958000342051, 0.9619511266549429, 0.0562774062079067, 0.8503683606783549, 0.8789912064870199]",0.9619511266549429
sadness,When I noticed that I do many things to the pregiudice of myself. ,guilt,"[0.44838712612787884, 0.6378246794144312, 0.8538485765457153, 0.9512947897116343, 0.1548007334349677, 0.4245838125546773, 0.7853806714216868]",0.9512947897116343
disgust,Seeing persons spending money in a shopping center with completely indifference to the misery reigning in our country. ,anger,"[0.7021011312802633, 0.5458896035949389, 0.2907006051391363, 0.2945236622666319, 0.34573396667838097, 0.4292653563121955, 0.4329150790969531]",0.7021011312802633
shame,"I felt ashamed to be Brazilian and to live under a military dictatorship that despoiled the people, when during my military service. ",shame,"[0.4440244908134143, 0.9653212428092957, 0.7093180964390436, 0.9372506539026896, 0.0007047629042062908, 0.7661953667799631, 0.994535098473231]",0.994535098473231
guilt,Facing the possibility of having a child when it wasn't either desired or permitted. ,fear,"[0.8066868782043457, 0.6125626315673193, 0.919550766547521, 0.8485607802867889, 0.004276635532733053, 0.7533032496770223, 0.6154241263866425]",0.919550766547521
joy,I felt joy when I passed the worst phase in my life and discovered how many people considered me important to them. ,joy,"[0.0008596877208522832, 0.000978523768329372, 0.002071821509161964, 0.13322029337480976, 0.9722072879473368, 0.0007583188610927513, 0.0012967618046483647]",0.9722072879473368
fear,I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me. ,fear,"[0.0058838140103034675, 0.09258292283629999, 0.9010916550954183, 0.44652032541731995, 0.000869281686997662, 0.28804179762179655, 0.2290259376168251]",0.9010916550954183
anger,"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything. ",anger,"[0.9964132706324259, 0.6902702345202366, 0.05619912020241221, 0.6941698181132475, 0.0010650366845463093, 0.2113326054532081, 0.6257957244912783]",0.9964132706324259
sadness,When my dog died. ,sadness,"[0.9353145857652029, 0.7710171366731325, 0.8932464718818665, 0.9570273955663046, 0.021125430474057794, 0.9735305905342102, 0.7989838222662607]",0.9735305905342102
disgust,About my girlfriend's sister who is a viper as I discovered some time ago. ,anger,"[0.9191199839115143, 0.6712928165992101, 0.6850824604431788, 0.5535093819101652, 0.09621492350318779, 0.42479487260182697, 0.39826924664278823]",0.9191199839115143
shame,I felt ashamed of feeling sorry about myself when I passed through the situation of being betrayed by my girlfriend. ,shame,"[0.10007870507737, 0.8886816004912058, 0.37159428124626476, 0.9526547988255819, 0.0019285480860465516, 0.8708346436421076, 0.99587149421374]",0.99587149421374
guilt,I felt guilt when I betrayed the person whom I loved. ,guilt,"[0.09626986179500818, 0.4661389042933782, 0.23939541541039944, 0.9952400326728821, 0.0005483076044280703, 0.6851988397538662, 0.9672901332378387]",0.9952400326728821
joy,I didn't like my former fob and felt joy when I received a telegram offering me a new one that I though better and for which I had been waiting. ,joy,"[0.0003839716931300548, 0.00835598137928173, 0.0005965687620725172, 0.1451161135531341, 0.9828885893026987, 0.0007888137818857407, 0.001199714655134206]",0.9828885893026987
fear,"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight. ",anger,"[0.9281915227572123, 0.45166274160146713, 0.6507248307267824, 0.5368463024497032, 0.19972417255242667, 0.38447463015715283, 0.15511468487481275]",0.9281915227572123
anger,Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed. ,anger,"[0.7811992367108663, 0.4959170843164126, 0.7471651136875153, 0.4673621381322543, 0.14232459086148688, 0.5793088003993034, 0.5961883217096329]",0.7811992367108663
sadness,My brother wanted me to buy a flute with him but I didn't accept afterwards I regretted it because he became sad. ,guilt,"[0.5518214503924052, 0.5936460047960281, 0.6703324417273203, 0.9947055578231812, 0.01980313494762716, 0.9062695850928625, 0.8604945540428162]",0.9947055578231812
disgust,I felt disgust when I saw a dead animal on the roadway. ,shame,"[0.8273704374829928, 0.973573754231135, 0.5134219278891882, 0.7202412535746893, 0.002143927529687062, 0.23917095642536879, 0.9767539302508036]",0.9767539302508036
shame,I was in a bus with my school material when I fell and sat on the lap of another passenger. ,fear,"[0.4926569039622943, 0.24651468421022096, 0.6631107876698176, 0.6481723214189211, 0.49547847360372543, 0.6028481253112355, 0.43534087638060254]",0.6631107876698176
guilt,"When I forgot to take out money for my mother. She asked me what she would do, because I had messed up her program for the following day. ",guilt,"[0.9583358863989512, 0.6902079383532206, 0.8740819692611694, 0.9926250775655111, 0.022803731573124725, 0.7779018729925156, 0.9480540951093038]",0.9926250775655111
joy,The day that my boyfriend appeared at home with a pair of rings for our wedding. ,joy,"[0.5283230245113373, 0.17503930690387884, 0.5847740819056829, 0.7635153631369272, 0.8908411165078481, 0.21223617220918337, 0.276392391572396]",0.8908411165078481
fear,"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event. ",fear,"[0.9313817123572031, 0.6831093480189642, 0.9460137685139974, 0.9427875876426697, 0.20717565963665643, 0.7033972417314848, 0.9272978703180949]",0.9460137685139974
anger,"A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate. ",anger,"[0.9753052294254303, 0.8709327479203542, 0.7535362243652344, 0.5617248006165028, 0.04234170259830231, 0.2019672238578399, 0.661926656961441]",0.9753052294254303
sadness,"The day that the results of the college entrance examinations for the S. Paulo University were published and I didn't find my name on the list. Entering this University was my greatest wish, and the fact of not having succeded caused a great frustration, and not only sadness. ",anger,"[0.9447430570920309, 0.5542193005482355, 0.4871961983541648, 0.7729324698448181, 0.01035399287745046, 0.9388663868109385, 0.6095894277095795]",0.9447430570920309
disgust,"When I saw the film ""Memorie of Prison"" I saw a scene of masturbation of a man in the hold of a ship apart form fact that the film wasn't pleasant I had a leg of coconut candies in my hands. ",guilt,"[0.7504131495952606, 0.6814717029531797, 0.7705019762118658, 0.7930689056714376, 0.2856115202109019, 0.7197069823741913, 0.5992795924345652]",0.7930689056714376
shame,"The day my boyfriend saw and touched my breasts when I was without my shirt, only with my pants. ",guilt,"[0.8783606092135111, 0.41279036675890285, 0.7669045229752859, 0.9143544534842173, 0.4750808775424957, 0.6280970803151528, 0.821540355682373]",0.9143544534842173
guilt,"One day my boyfriend put my hand on his penis and I felt well, but after I felt a guilty conscience because I hadn't thought about the consequences that this could have brought if I had gone farther. ",guilt,"[0.10449738365908463, 0.20450458625176302, 0.24944042515320083, 0.9906753301620483, 0.34247593954205513, 0.3812952848772208, 0.6793401936690012]",0.9906753301620483
joy,When people remember us and shows interest about what we do. ,joy,"[0.00428778837279727, 0.0041640221218888955, 0.016717217784995835, 0.1182366277401646, 0.964520663022995, 0.02672239237775405, 0.011210198708189031]",0.964520663022995
fear,When I had to talk with an important person about a job. ,fear,"[0.22345557560523352, 0.07478819539149602, 0.43777409195899963, 0.35558511068423587, 0.2758421152830124, 0.27023203919331235, 0.07884147297590971]",0.43777409195899963
anger,"When my brother went out with my new shirt that I adored, and returned it dirty with grease. ",anger,"[0.991733064254125, 0.8129656165838242, 0.9222244222958883, 0.9797379672527313, 0.1452339143725112, 0.8637133687734604, 0.9670789142449697]",0.991733064254125
sadness,"I felt sadness when I notice that I'm not important for a determinate person. We do many things for a friend, and we see soon after, that he doesn't do anything for us, nor thinks of us. ",sadness,"[0.003414212270096565, 0.11720396368764341, 0.02233459458996852, 0.5367738977074623, 0.0027494486809397736, 0.9796832899252573, 0.5422072857618332]",0.9796832899252573
disgust,When I needed another job and tought that a good and known person (my employer) could help me. He simply said that he couldn't help me. ,anger,"[0.5917586237192154, 0.2660643371442954, 0.4446696837743123, 0.2701377309858799, 0.017871669260784984, 0.46470026671886444, 0.25925838326414424]",0.5917586237192154
shame,When I arrived late at the job and met the most troublesome boss. ,anger,"[0.949158658583959, 0.7772150685389837, 0.9286089241504669, 0.886145701011022, 0.01047233548403407, 0.6554969002803167, 0.7495198349157969]",0.949158658583959
