labels,text,emo_s,prob_emo_s,prob_max
guilt,"When I was about years old, I ""borrowed"" a can of drink from the refrigerator, intending to replace it later that day. But it was found missing before I could do anything - no one owned up to its disappearance. ",guilt,"[0.5306869794925054, 0.4460088014602661, 0.506715327501297, 0.7069072326024374, 0.11825056606903672, 0.5707968324422836, 0.5097543845574061]",0.7069072326024374
joy,"When I was a child, my beloved cat gave birth to four beautiful little kittens. Before she had them, she came up to me and I followed her out, then witnessed them being born. ",joy,"[0.34710708012183505, 0.08617126214085147, 0.11666997281524043, 0.49429359659552574, 0.6858050227165222, 0.07044900922725598, 0.47845253596703213]",0.6858050227165222
fear,"On embarking on University life. I came from a different city and did not know anybody at the Uni. I was frightened because my well known and loved friends, also all my security had been taken away. ",fear,"[0.2162037268280983, 0.38557813813289005, 0.9186019996802012, 0.36497049281994504, 0.013127147210373854, 0.6328402956326803, 0.2759488212565581]",0.9186019996802012
anger,"When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault. ",anger,"[0.7094696859518687, 0.5453578581412634, 0.36738987267017365, 0.47752476669847965, 0.10344815378387769, 0.4242365012566249, 0.3949955652157466]",0.7094696859518687
sadness,"Upon moving away from home for the first time to a different city, I felt no longer ""under the wing"" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions. ",sadness,"[0.23234155029058456, 0.33349979668855667, 0.5038371210296949, 0.6903514514366785, 0.010371948320729038, 0.7946639756361643, 0.28681017210086185]",0.7946639756361643
disgust,"I was sitting at a rock concert, listening to an extremely loud band. A tiny baby in a crawler had been left by his young mother, right out in the sun next to a speaker, and was screaming - probably in pain. ",sadness,"[0.2298165000975132, 0.2354918879767259, 0.28315115223328274, 0.2960606937607129, 0.012672773319839811, 0.32677891105413437, 0.21305640786886215]",0.32677891105413437
shame,"Because I was lazy and unthoughtful I did not get into contact with a very close friend when she shifted from the Gold Coast to Brisbane, for a month, despite her efforts to contact me. I felt shamed when I finally confronted her again. ",shame,"[0.32550544912616414, 0.7058712641398112, 0.4856819013754527, 0.8995215098063151, 0.0037691811254868903, 0.6378973573446274, 0.9337671597798666]",0.9337671597798666
guilt,"When I felt I had let my parents down, especially my mother, by having sexual intercourse for the first time, and a few times after that. Also, when I went on the Pill. ",guilt,"[0.4843149582544963, 0.451399111499389, 0.3750358745455742, 0.8936004241307577, 0.003653441594603161, 0.6842203463117281, 0.7828268508116404]",0.8936004241307577
joy,"The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card. ",joy,"[0.10833444787810247, 0.01485038036480546, 0.04104375517151008, 0.24770193174481392, 0.5359451721111933, 0.03238149623697003, 0.14012379168222347]",0.5359451721111933
fear,"Before Uni started, I had to leave home and take up residence in Brisbane (the ""big smoke"") leaving home, my family, and moving to such a big place was quite intimidating at first, and I was anxious about it. ",fear,"[0.6196042050917944, 0.47637685885032016, 0.7939731230338415, 0.6949558109045029, 0.051343682881755136, 0.7402150630950928, 0.5002642820278803]",0.7939731230338415
anger,"My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive. ",anger,"[0.9697698354721069, 0.7249078849951426, 0.5334614266951879, 0.6788253436485926, 0.21532679737235108, 0.4881051406264305, 0.4897354245185852]",0.9697698354721069
sadness,"A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over short days, I was overwhelmed by sadness when he left to return to Victoria. ",sadness,"[0.02692652198796471, 0.10759051570979257, 0.14270553862055144, 0.6699060698350271, 0.6171258352696896, 0.8071524898211161, 0.5077767632901669]",0.8071524898211161
disgust,"One of my flatmates and I came back to the flat Monday morning, to find a real Mess, left by the guy we share with. ",guilt,"[0.4552440345287323, 0.48312045633792877, 0.40795817971229553, 0.5433552165826162, 0.004292583413189277, 0.4022344903399547, 0.38418610394001007]",0.5433552165826162
shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family. ",anger,"[0.8623159925142924, 0.6199451436599096, 0.490523986518383, 0.7609081168969473, 0.06048183272165867, 0.6338542252779007, 0.4753306284546852]",0.8623159925142924
guilt,"When my Bictorian ""friend"" was staying at my house we ere going places together, and sleeping together. At the time I had a boyfriend locally. The first time I had to face him after sleeping with the guy from Melbourne I felt very guilty. ",guilt,"[0.10579497615496318, 0.25426595844328403, 0.3353451117873192, 0.8680712183316549, 0.0431783139356412, 0.3993730383614699, 0.5505085662007332]",0.8680712183316549
joy,"Joy of giving birth, and of sharing that joy with my husband. Moments of complete happiness and feelings of so much love. ",joy,"[0.011532857858886322, 0.0032359905114086964, 0.0034828767044624933, 0.3669029063312337, 0.9844419360160828, 0.0019293299070947494, 0.2779790336887042]",0.9844419360160828
fear,"Attempted rape by guys - held my arms behind my back and molested me, constantly threatening to beat me. Penetration did not occur as the driver of the car stopped that. ",fear,"[0.25421787053346634, 0.17268488928675652, 0.5694873804847399, 0.421033834417661, 0.003911298743332736, 0.09119665671217565, 0.16574417054653168]",0.5694873804847399
anger,"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support. ",anger,"[0.987860252459844, 0.8523657619953156, 0.2916291703780492, 0.5963339321315289, 0.0009534895192094458, 0.39267563660784316, 0.518414040406545]",0.987860252459844
sadness,"When my son was diagnosed as having CEREBRAL PALSY, at age . He would have to endure so much labelling, stigma and discrimination, even though his case was relatively mild. ",shame,"[0.5083021471897761, 0.7154393494129181, 0.5986602455377579, 0.5270278453826904, 0.02629734007253622, 0.6182322303454081, 0.759203831354777]",0.759203831354777
disgust,I have an adopted Aboriginal sister I felt disgust due to the racism she has been subjected to. ,disgust,"[0.8066720167795817, 0.9288294712702433, 0.5566021700700124, 0.697757268945376, 0.015931811566891458, 0.5434960524241129, 0.8157835205396017]",0.9288294712702433
shame,I can't remember ever feeling shame. ,shame,"[0.04562510550022125, 0.16678110572199026, 0.028897002960244816, 0.13901135014990965, 0.11245102186997731, 0.06819428255160649, 0.27209637748698395]",0.27209637748698395
guilt,"When I decided my first marriage had ended, and left with the child. I felt overwhelmed by guilt as I was separating mother and child. ",guilt,"[0.030726135630781453, 0.23073124109456936, 0.33377279713749886, 0.9077701171239217, 0.005090680904686451, 0.5453177640835444, 0.3918517678976059]",0.9077701171239217
joy,"Receiving notification that I had made a successful application to the Speech Therapy course at Uni, gave me a very good feelig of achievment and joy. ",joy,"[0.03113485216939201, 0.0069573701863798005, 0.0063273392685611425, 0.3552121608518064, 0.9629423419634501, 0.002363611876110857, 0.30787155459014076]",0.9629423419634501
fear,Not included on questionnaire. ,disgust,"[0.11443662457168102, 0.12673793298502764, 0.06361478908608358, 0.1001821830868721, 0.017344764123360317, 0.09743266180157661, 0.12424220144748688]",0.12673793298502764
anger,"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back. ",guilt,"[0.3567454566558202, 0.3509301021695137, 0.2529011045893033, 0.6326531420151392, 0.1132955914363265, 0.30456437667210895, 0.32687948395808536]",0.6326531420151392
sadness,"My mother left my father for his best friend, and he moved to Papua New Guinea. Despite the fact that I am closer to my father than to anyone else in my family, I had to move in with my mother, and say good-bye to my father, not knowing when I would see him again. ",sadness,"[0.5868740379810333, 0.4891883557041486, 0.6457412938276926, 0.6885897864898046, 0.05349551273199419, 0.7442793150742849, 0.4730241497357686]",0.7442793150742849
disgust,"When I discovered my mother had been having an affair with my father's best friend, and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone. I was filled with disgust and contempt. ",anger,"[0.9403013288974762, 0.9341459969679514, 0.6030388946334521, 0.6252215197309852, 0.017509975000090588, 0.36403891320029896, 0.8390123347441355]",0.9403013288974762
shame,"I recently became sexually involved with my sister's lover. I care for him very much, but I am ashamed of the hurt I may cause her. ",guilt,"[0.33927414069573086, 0.3965714101990064, 0.49459946652253467, 0.8681698242823283, 0.1624108455143869, 0.5949815039833387, 0.7340950816869736]",0.8681698242823283
guilt,I once stole a shirt from the Department Store in which I work. I have been promoted to work in a very privileged section of the store. Their belief in my integrity makes me feel even guiltier. ,guilt,"[0.21719632484018803, 0.3664621636271477, 0.29950295637051266, 0.8540580073992411, 0.05593664107921844, 0.31614705361425877, 0.47875599811474484]",0.8540580073992411
joy,Seeing a close friend who had just returned from twelve months overseas. ,joy,"[0.019302391447126865, 0.013470769432994226, 0.052951630748187505, 0.09341850131750107, 0.5517989496390024, 0.03257351943951411, 0.07613890121380489]",0.5517989496390024
fear,Finding myself alone in a public toilet block with a man known to have had great psychological disturbances. ,fear,"[0.375200813015302, 0.346567261343201, 0.5953089247147242, 0.4481081962585449, 0.005336023566390698, 0.5799425144990286, 0.3114393229285876]",0.5953089247147242
anger,"After seeing an ""uncertain"" child work on a model for several hours, I watched a ""bully"" of the same age destroy it, telling the child that it was worthless. ",fear,"[0.5709086904923121, 0.5956500122944514, 0.7412393093109131, 0.7400531868139902, 0.04485551804342928, 0.64046544333299, 0.6837154626846313]",0.7412393093109131
sadness,"Leaving home to move closer to University. As an oldest child, this experience was traumatic for both my parents and myself. ",fear,"[0.4316730300585429, 0.47725066790978116, 0.7976249853769938, 0.5560943931341171, 0.019539942004485056, 0.7328887432813644, 0.3525519246856372]",0.7976249853769938
disgust,Viewing the results of senseless vandalism to a local primary school. ,anger,"[0.7922470172246298, 0.6844441046317419, 0.40065713971853256, 0.6528591364622116, 0.01016907871235162, 0.5792760128776232, 0.6078854699929556]",0.7922470172246298
shame,I slept with a man purely because I found him physically attractive and was under the influence of alcohol. ,guilt,"[0.13334191652635732, 0.055903840984683484, 0.12306566350162029, 0.6206022749344507, 0.15651998203247786, 0.20392035941282907, 0.30367772032817203]",0.6206022749344507
guilt,"Inventing a fictitious series of events, as a result of which I ended up in a conflict with my two closest friends. ",guilt,"[0.47484304507573444, 0.3202161391576131, 0.24084270000457764, 0.7131414314111074, 0.11410927221489449, 0.2158314815411965, 0.2606385524074237]",0.7131414314111074
joy,"When I finished my exams after th Grade, I was worried about getting a T. E. Score high enough for Physiotherapy. When I found that I had been accepted I was ecstatic, or more appropriately, could jump for joy. ",joy,"[0.022462112945504487, 0.015269758917080859, 0.3397291213720261, 0.32505431305617094, 0.91176504890124, 0.004772242643715193, 0.24189561776195964]",0.91176504890124
fear,"When going for my driver's licence for the third time, because everything, it seemed, hinged on getting it. I was really nervous, and the testing Officer made me a little afraid as well. There were lots of things to worry about. I passed however. ",joy,"[0.8735971450805664, 0.8714016576608022, 0.8526457746823629, 0.8498249053955078, 0.8988867898782095, 0.78061643242836, 0.8083588381608328]",0.8988867898782095
anger,"When a so-called friend let me down, when she promised to tell me when a certain concert was occurring, and that she'd get me tickets. I was really looking forward to it. She did nothing, just told me out of the blue one day what a fantastic concert it was going to be. ",guilt,"[0.6029403855403265, 0.3718393861781806, 0.17634483116368452, 0.7469079966346422, 0.0028811303006174662, 0.5615590835611025, 0.5026848266522089]",0.7469079966346422
