labels,text,emotion,prob_emotion
anger,"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment. ",anger,"[0.8324325561523438, 0.39153733775019645, 0.03997213300317526, 0.5095605090260505, 0.17348382798954845, 0.1573320965107996, 0.2837186213582754]"
sadness,"After I had lived with my boyfriend in a foreign country for half a year, I saw that it was impossible for me to stay with him (for economic reasons). We separated although I loved him. ",sadness,"[0.18844817019999027, 0.09960008393973112, 0.37380785346031187, 0.5504312604665756, 0.2306183584034443, 0.8806740343570709, 0.3431553035974503]"
disgust,In a certain book I read about cruelties and violence in prison and souteneur circles I felt especially disgusted when I read detailed descriptions of physical and mental torture of less powerful people. ,disgust,"[0.6232530355453492, 0.848175847530365, 0.2503563046455383, 0.5321516841650009, 0.18628912166459485, 0.2511041652178392, 0.6790060430765152]"
shame,"When I talked to a psychotherapist for the first time, I started to cry first I talked to him but he did not say anything and after a while I was crying. ",sadness,"[0.11974747274070978, 0.20693401247262955, 0.4675218403339386, 0.5384357392787933, 0.11483493316918611, 0.7956811785697937, 0.4427870988845825]"
guilt,"I went shopping with my mother and sister ( years old). Mother always told my sister what she should buy. Instead of assisting my sister in defending herself against mother's interference, I just behaved aggressively towards my sister. ",anger,"[0.9329641580581665, 0.8952603340148926, 0.7006059408187866, 0.7623856663703918, 0.11892357170581817, 0.3913368135690689, 0.6735728144645691]"
joy,"When I worked as an ""au-pair-girl"" in London, I received a call from a good friend who told me that she was in London too and wanted to see me. I was very glad - after that call and especially when I saw her. ",joy,"[0.001295171189121902, 0.0005864922248292714, 0.02712232366902754, 0.36737025240436194, 0.90471431016922, 0.0009782882843865082, 0.2351724839420058]"
fear,It was on St. Claus Day when I was five years old. St. Claus and his Devil Servant came to see me. St. Claus' Devil Servant rattled with his chain and bowled terribly. I was so frightened that my parents had to ask him to leave. ,fear,"[0.33241037353873254, 0.48908657021820545, 0.9919329285621643, 0.6815641283988952, 0.21706074746325613, 0.27248913887888193, 0.26869885800406335]"
anger,A friend called me and told me that she wanted to come and see me. She lived in a village at km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her. ,anger,"[0.9790631055831909, 0.47918046414852145, 0.2347438289783895, 0.7271352529525756, 0.12209613737650216, 0.24860847287345678, 0.291831674054265]"
sadness,When I was eight years old my father was run over by a car. When I saw his body I was sad beyond words. ,sadness,"[0.003901669755578041, 0.00905147953890264, 0.0568258551415056, 0.5630381941795349, 0.20678012267453597, 0.995872899889946, 0.25503393067047]"
disgust,A friend prepared a soup with chicken heads and invited me to eat it. I saw the eyes staring at me and the tongues hanging out of the bills. I was so disgusted that I felt nausea and had to leave the room. ,disgust,"[0.27591740190982816, 0.8543403089046478, 0.6523763120174408, 0.48109693378210067, 0.0698870540538337, 0.2911960631608963, 0.6177357614040375]"
shame,"When I had to go to the gynecologist and to sit on that special chair, I felt ashamed. ",shame,"[0.01952630914747715, 0.706940607726574, 0.07601999770849943, 0.754552173614502, 0.07852482391754165, 0.4865098372101784, 0.9766768455505371]"
guilt,"After a terrible quarrel with my family, I withdrew in my room. I felt guilty because I had caused this scene by my aggressive behavior. ",guilt,"[0.40358577147126196, 0.41905757188797, 0.20379005298018454, 0.9634207010269165, 0.11623155758716167, 0.7694231495261192, 0.8818189859390259]"
joy,I had the unexpected possibility to see a friend I like very much. ,joy,"[0.006164351524785161, 0.0009331040550023317, 0.07346124188043177, 0.3375967778265476, 0.7959105670452118, 0.011136691551655531, 0.16590896975249053]"
fear,I was afraid of a certain examination although I was relatively well prepared. ,fear,"[0.0026105272118002176, 0.2107026540208608, 0.9834440469741821, 0.25684044416993856, 0.08755672032712028, 0.015280283987522125, 0.14617254082113504]"
anger,"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again. ",sadness,"[0.8660568714141845, 0.7992243051528931, 0.7528530240058899, 0.7385940670967102, 0.029587325640022755, 0.9080759435892105, 0.8489411115646363]"
sadness,"In , my grandfather, to whom I had a very close relationship, died. ",sadness,"[0.34560863971710204, 0.10845682807266713, 0.6046808123588562, 0.677529576420784, 0.22309909034520387, 0.970605805516243, 0.4465605229139328]"
disgust,A drunken man forced me to kiss him. ,guilt,"[0.8273724317550659, 0.6095296323299408, 0.8446833252906799, 0.8455472946166992, 0.06126681710593403, 0.4915917366743088, 0.7279519975185395]"
shame,A friend started to insult another person without reason and I felt ashamed of her behavior. ,shame,"[0.3503461942076683, 0.823479974269867, 0.15470949411392212, 0.889810049533844, 0.21794342789798976, 0.5222974959760904, 0.9840496063232422]"
guilt,"I had to call somebody between and . As I had no possibility to call him at this time, I did not do it until p. m. ",guilt,"[0.23056559190154075, 0.055435319617390635, 0.19556296467781067, 0.3311891287565231, 0.052611419931054115, 0.1313321217894554, 0.16741450130939484]"
joy,"After a one year's stay abroad, I returned home. I was even more glad to see how much my family was pleased to see me. ",joy,"[0.002335660299286246, 0.001071640837471932, 0.023869267478585244, 0.3770855501992628, 0.9171911716461182, 0.0014904008130542934, 0.21863464880734682]"
fear,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me. ",fear,"[0.16767041608691216, 0.04334902446717024, 0.3480884075164795, 0.07050779052078723, 0.001245223358273506, 0.005647600977681577, 0.13687701225280763]"
anger,"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I couldn't stay there. ",guilt,"[0.6824568271636963, 0.5452942341566086, 0.5711953461170196, 0.7082593321800232, 0.036752253957092765, 0.56049395352602, 0.5760825395584106]"
sadness,"When my aunt, whom I had loved very much, died. When I heard about her death, I was not as touched as at the funeral. I really became conscious of her death at that moment. ",sadness,"[0.0051347687374800445, 0.0009849704219959676, 0.052839773055166, 0.44557019621133803, 0.15416082921437918, 0.8110392093658447, 0.17249852437525987]"
disgust,A friend told me how he managed to win the sympathy of as many people as possible. He said he first listened to what they said and then he tried to only say things they would like to hear. He would never express his own opinion. I felt really disgusted when he told that. ,disgust,"[0.9194804191589355, 0.9678159236907959, 0.4028339430689812, 0.6698797106742859, 0.027879514661617578, 0.4880794808268547, 0.8530948400497437]"
shame,"In a restaurant, I made the acquaintance of a boy who always told the same things in a very loud voice. I laughed and said to him that he always repeated the same things. Some time later I heard that he had undergone a complicated brain operation. ",guilt,"[0.3607799286954105, 0.12581768706440927, 0.25214488208293917, 0.5926818549633026, 0.3358464494347572, 0.03475686570163816, 0.5244109541177749]"
guilt,After closing the front door I realized that I had left the key inside the house. I felt even more guilty since it was not my own house but the house of people I hardly knew. ,guilt,"[0.05590155459940434, 0.388774374127388, 0.27881795950233934, 0.9691057205200195, 0.07670449955621735, 0.7728517055511475, 0.8913830161094666]"
joy,"On our way to France, my girlfriend and I went to Verona. By chance we met an Italian couple - they gave us two tickets for the dress-rehearsal of ""Aida"". It was a different world for us full of fascination. After the representation we ate a phantastic pizza in a restaurant near the ""Arena"". ",joy,"[0.15567823535529896, 0.002518963755574077, 0.02480257593560964, 0.35584972854703667, 0.7413142323493958, 0.09131205745507032, 0.240347595885396]"
fear,"On a mountain tour, my girlfriend and I passed by an inn. Near the house there was a big dog which began to follow us. As my girlfriend is afraid of dogs, I had to draw his attention to me. He jumped towards my shoulders and wanted to play with me but I really did not like that. ",disgust,"[0.7647316575050354, 0.8009489178657532, 0.7866134643554688, 0.7755563139915467, 0.07587679978460074, 0.6175476387143135, 0.6551945686340332]"
anger,I arrived in Vienna in the middle of the night. I asked for some silly information - as I realized myself afterwards - and the inquiry clerk reacted in a very arrogant manner. ,shame,"[0.8145983815193176, 0.7383559048175812, 0.623235535621643, 0.8281237959861756, 0.07942609116435051, 0.4913488030433655, 0.851369833946228]"
sadness,I had to leave my girlfriend for weeks because of my studies. This happens frequently. The last hours before my departure are always very depressing. ,sadness,"[0.006419408833608031, 0.4324044480919838, 0.2647195253521204, 0.7468373894691467, 0.00843868819065392, 0.9714740067720413, 0.48079431243240833]"
disgust,"When I stayed in the house of friends, I washed my face and wanted to dry it with a towel. This towel seemed to have been used over a long time already. It smelled indefinably awful. ",disgust,"[0.7710588216781616, 0.9143346548080444, 0.6174351572990417, 0.7266571998596192, 0.07416502395644783, 0.7836172729730606, 0.7945202708244323]"
shame,"A friend of mine has not very much money. Therefore, once I stayed with him and his girlfriend, I bought some meat, but nobody wanted to go and prepare it for dinner. My friend said ""I thought you wanted to invite us for dinner"". ""Of course"", I said, but I thought by myself that it must have been enough that I had bought it. ",guilt,"[0.5222530961036682, 0.20945497006177902, 0.3228915214538574, 0.7401390075683594, 0.28781760334968565, 0.5723738819360733, 0.597235357761383]"
guilt,"It happened when I still went to school I got closer to a girl but I considered it only as an ""affair"". Only much later I realized how painful this must have been for the girl. ",sadness,"[0.24912661612033843, 0.21482456997036933, 0.33546783328056334, 0.8067953705787658, 0.06533131450414657, 0.8393848091363907, 0.5813924312591553]"
joy,When I was informed that a short story I had written had been accepted for publication. ,joy,"[0.03336762301623821, 0.01298573068343103, 0.12239744216203689, 0.2409531144425273, 0.9234416365623475, 0.040772983338683844, 0.03331453390419483]"
fear,Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident. ,sadness,"[0.820418632030487, 0.7636028289794922, 0.8873802661895752, 0.9164264440536499, 0.053854442574083804, 0.9346356242895126, 0.7794886589050293]"
anger,"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended. ",shame,"[0.8667652249336243, 0.7267398655414581, 0.6268068671226501, 0.8833932280540466, 0.07231285851448774, 0.79609414935112, 0.9462332010269165]"
sadness,Death of my grandmother. ,sadness,"[0.6567401051521301, 0.6474724292755127, 0.7425273418426513, 0.7257995784282685, 0.14886918594129384, 0.9595097303390503, 0.6284207940101624]"
