labels,text,emotion,prob_emotion
guilt,"When I was , I told Mum I came in at midnight, when really it was . . ",guilt,"[0.8523851633071899, 0.7768219113349915, 0.6920450925827026, 0.967723548412323, 0.17790550738573074, 0.41136279702186584, 0.9102386236190796]"
joy,Can't remember specific event - besides just being moderately happy until a year or so ago. ,joy,"[0.0014669975498691201, 0.0007241388084366918, 0.000989793799817562, 0.2671429514884949, 0.9868035316467285, 0.0026991949416697025, 0.001149462186731398]"
fear,Left alone in dark when young. ,fear,"[0.839350163936615, 0.9008269906044006, 0.9673588275909424, 0.7988489866256714, 0.022614619694650173, 0.8482202887535095, 0.6183501482009888]"
anger,Can't remember exact example. ,disgust,"[0.32426100969314575, 0.3783126771450043, 0.18579663336277008, 0.31291282176971436, 0.15017864108085632, 0.1823509931564331, 0.17472206056118011]"
sadness,Close relative is dying of cancer - found out last week. ,sadness,"[0.6961472630500793, 0.8046008944511414, 0.918387770652771, 0.5450192093849182, 0.003216820885427296, 0.971132218837738, 0.2987793982028961]"
disgust,"Doctors ignored relative who complained about pain, and is now dying of cancer. ",fear,"[0.9078232049942017, 0.941783607006073, 0.977308452129364, 0.955671489238739, 0.002256253093946725, 0.7739079594612122, 0.7812631130218506]"
shame,"One of my best friends'fiancT broke off the relationship because his feelings for me were stronger than for her. I felt the same for him, but did not really encourage him to leave her or stay with her - still felt shame. ",disgust,"[0.021284420043230057, 0.9762706160545349, 0.7101727724075317, 0.8569512367248535, 0.0015943580656312406, 0.900313138961792, 0.9751614332199097]"
sadness,After the fact that made me ashamed I felt sadness. ,sadness,"[0.004818959627300501, 0.7677480578422546, 0.02849270962178707, 0.7056472897529602, 0.001198581769131124, 0.9922735095024109, 0.833879292011261]"
disgust,A person that eat half of a cockroach in a cake without knowing it. ,fear,"[0.9400039315223694, 0.9671747088432312, 0.9672882556915283, 0.9607232809066772, 0.015068459790199995, 0.8490729331970215, 0.8671978712081909]"
shame,"A situation where we were the center of attention, and things happened without my control on them, that showed our disagreement, and ignorance. ",disgust,"[0.9298999309539795, 0.9571102261543274, 0.5956332683563232, 0.5989076495170593, 0.020486424677073956, 0.9564588665962219, 0.8043464422225952]"
guilt,When I let a person assume a fault that I committed. ,guilt,"[0.8393691182136536, 0.8906153440475464, 0.5878810882568359, 0.9227724671363831, 0.14811094477772713, 0.8415173292160034, 0.7653270959854126]"
joy,"When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy. ",joy,"[0.002181262942031026, 0.0018226209795102477, 0.023241892457008362, 0.4347531199455261, 0.9865233302116394, 0.00359218567609787, 0.0015091749373823404]"
fear,When I dreamed that I was being attacked by a friend. ,sadness,"[0.9608553051948547, 0.9783193469047546, 0.9860326647758484, 0.956089437007904, 0.006920901476405561, 0.9861133694648743, 0.9190659523010254]"
anger,When I was left by the person I loved without any reason. ,sadness,"[0.8565930724143982, 0.9315829277038574, 0.8330014944076538, 0.6066187620162964, 0.0012852948857471347, 0.9895245432853699, 0.5078986883163452]"
sadness,To fight with a sister and to know that she doesn't care. ,sadness,"[0.9659083485603333, 0.9489595890045166, 0.7912914156913757, 0.9201183915138245, 0.050200192257761955, 0.9748260378837585, 0.7769160866737366]"
disgust,To be kissed by soembody I didn't expect to. ,joy,"[0.2980140149593353, 0.3898973762989044, 0.6938612461090088, 0.7667147517204285, 0.7729982137680054, 0.0954604521393776, 0.6831396818161011]"
shame,"A day when I was getting out of the shower I covered only the front part of my body with a towel (I was years old), and I didn't see that my cousin was in the room. ",guilt,"[0.8502077460289001, 0.7013004422187805, 0.9219096302986145, 0.9434279799461365, 0.1400533765554428, 0.5341150760650635, 0.9213129878044128]"
guilt,When I finished a love affair where I was responsible of the sad end. ,sadness,"[0.4313735365867615, 0.8984253406524658, 0.3177613615989685, 0.9854429960250854, 0.0018520667508710176, 0.9944721460342407, 0.690267026424408]"
joy,I felt it when I received a letter telling that I had been classified in a national concourse of p. . . I felt happy and vanity about it. ,joy,"[0.0012826871825382113, 0.001172929652966559, 0.002641152823343873, 0.07936161756515503, 0.9836477041244507, 0.0013226442970335484, 0.019062256440520287]"
fear,"I felt fear when once I was asleep and dreamed that I was dying asfixiated by a cardiac attack, I was afraid and woke up desperate. Altough I wasn't afraid of death I was afraid. ",fear,"[0.016884516924619675, 0.5200993418693542, 0.9939390420913696, 0.6751894950866699, 0.004748655017465353, 0.041406646370887756, 0.007210259325802326]"
anger,I feel it when I see that somebody is traying to made a stupid of me. ,shame,"[0.8647111654281616, 0.9039018750190735, 0.7608749866485596, 0.7914940118789673, 0.019681744975969195, 0.8384042978286743, 0.9314240217208862]"
sadness,I felt it when I was at home and saw a discussion without sense between my parents. ,anger,"[0.781699538230896, 0.6526328325271606, 0.42935910820961, 0.6387984752655029, 0.060959309339523315, 0.5861697196960449, 0.49744948744773865]"
disgust,When I see all the putridness of people. The fact is the catarrh and spits that whash the streets of S. Paulo. ,disgust,"[0.9199701547622681, 0.9765550494194031, 0.7742519378662109, 0.641387403011322, 0.014646442141383886, 0.871171236038208, 0.6677226424217224]"
shame,I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P. V. C. ,fear,"[0.3140469193458557, 0.28636041283607483, 0.3194434940814972, 0.21798884868621826, 0.2315437934594229, 0.10546863079071045, 0.3014303743839264]"
guilt,I felt it when playing I pushed my brother and he fell down cutting himself in pieces of tile. ,guilt,"[0.765751302242279, 0.7591739296913147, 0.6802041530609131, 0.9634250998497009, 0.03721278999000788, 0.6195013523101807, 0.5963439345359802]"
joy,When I asked my girlfriend to marry me. ,guilt,"[0.09284854680299759, 0.021435389295220375, 0.3537341058254242, 0.8546399474143982, 0.8163096308708191, 0.01924533024430275, 0.07786858826875687]"
fear,When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping. ,fear,"[0.8892039060592651, 0.9394909739494324, 0.9778348803520203, 0.9671647548675537, 0.013347965432330966, 0.8878116011619568, 0.8865177035331726]"
anger,I was with my girlfriend when some guys that I don't like made fuss at my girl. ,disgust,"[0.9869928359985352, 0.9898626804351807, 0.8587945103645325, 0.9266695976257324, 0.08625866286456585, 0.9834674000740051, 0.9200149774551392]"
sadness,The death of my grandfather. ,sadness,"[0.6461429595947266, 0.7828126549720764, 0.8086321353912354, 0.7431420087814331, 0.0036060501588508487, 0.9348389506340027, 0.3782365322113037]"
disgust,To go through the underground way at suburb station of LAPA. Poor people and the ambulants badly dressed up in a passage badly kept. ,sadness,"[0.887620747089386, 0.9001885056495667, 0.7632526755332947, 0.865978479385376, 0.008957767393440008, 0.9626645445823669, 0.810046374797821]"
shame,In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it. ,sadness,"[0.9657559990882874, 0.9357330203056335, 0.8101897835731506, 0.9046726822853088, 0.002581552544143051, 0.9670428037643433, 0.9625909924507141]"
guilt,I pointed a failure of a friend of mine. ,guilt,"[0.9402269721031189, 0.9362947344779968, 0.5122057199478149, 0.9792370796203613, 0.010612496407702565, 0.9107437133789062, 0.9045212864875793]"
joy,When I met a friend that I hadn't seen for some time. ,joy,"[0.16476354002952576, 0.020027587190270424, 0.06185430288314819, 0.756632387638092, 0.9466938376426697, 0.008017096668481827, 0.16188183426856995]"
fear,When I got in jungle where there was a great number of snakes. ,disgust,"[0.9344280362129211, 0.9695562124252319, 0.9650139808654785, 0.619632363319397, 0.0233674393966794, 0.7046782374382019, 0.6099848747253418]"
anger,When an unknown person provoked me verbaly and physically. ,anger,"[0.9844632148742676, 0.9612070918083191, 0.9144392013549805, 0.8769790530204773, 0.00652117095887661, 0.8507757186889648, 0.7151390314102173]"
sadness,When my team lost a championship. ,sadness,"[0.9074096083641052, 0.9538114070892334, 0.7809189558029175, 0.8957911729812622, 0.001741759362630546, 0.9756213426589966, 0.8561204671859741]"
disgust,"A dirty person, smelling bad and unknown laying on me. ",disgust,"[0.9773385524749756, 0.9868081212043762, 0.941310465335846, 0.7593916058540344, 0.0023897243663668633, 0.9413678646087646, 0.887818455696106]"
shame,I confused a girl with another. ,guilt,"[0.890450656414032, 0.8272532820701599, 0.7282099723815918, 0.9751117825508118, 0.1497911401093006, 0.6780171990394592, 0.8924158215522766]"
guilt,Once when I complained I caused a great discussion between my parents. ,sadness,"[0.972052276134491, 0.8025075793266296, 0.29155445098876953, 0.95478755235672, 0.01833217078819871, 0.9860329031944275, 0.5951431393623352]"
joy,When I began to date a boy with whom I am till now. This was months ago. ,joy,"[0.32213035225868225, 0.04346810653805733, 0.3593079149723053, 0.6685423254966736, 0.7633143663406372, 0.14049945771694183, 0.21617378294467926]"
anger,I learned that my girlfriend had been unjustly missed from work. ,disgust,"[0.9531599283218384, 0.9797820448875427, 0.8410772085189819, 0.9612941145896912, 0.02831721492111683, 0.9458402395248413, 0.8357900381088257]"
sadness,I got separated from the man I loved. ,sadness,"[0.7859062552452087, 0.8023496866226196, 0.6903074979782104, 0.7226554155349731, 0.004625724395737052, 0.9762104749679565, 0.6854572892189026]"
disgust,An acquaintance of mine revealed himself in a light unexpected to me. ,guilt,"[0.7287488579750061, 0.6418582797050476, 0.7271084189414978, 0.8255605101585388, 0.5572656393051147, 0.7352021336555481, 0.7782616019248962]"
shame,Once as a school girl I was copying at a class work and my teacher spotted me. ,guilt,"[0.9390184879302979, 0.8898704051971436, 0.9002730250358582, 0.9712285995483398, 0.1261598952114582, 0.5947883129119873, 0.9518288969993591]"
guilt,I was in a sanatorium. In front of me a boy fell down from his invalid's chair. I could help him but I didn't. I felt like being paralysed. ,guilt,"[0.17869657278060913, 0.8708849549293518, 0.8961171507835388, 0.9527074098587036, 0.0008640846353955567, 0.9326459169387817, 0.7235035300254822]"
joy,When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official. ,joy,"[0.020598961040377617, 0.00533137284219265, 0.1842704862356186, 0.7507343292236328, 0.9366738200187683, 0.009931671433150768, 0.026844892650842667]"
fear,When I was to sit for my first entrance exam. I had fear of a possible failure. ,fear,"[0.033097054809331894, 0.78657066822052, 0.9934665560722351, 0.8713096976280212, 0.0016406741924583912, 0.7050228118896484, 0.03749145194888115]"
anger,I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France. ,anger,"[0.9934990406036377, 0.9927980303764343, 0.45905086398124695, 0.9039737582206726, 0.0017219826113432646, 0.9794110059738159, 0.10847250372171402]"
sadness,When I got separated from the man I loved so much. ,sadness,"[0.36892908811569214, 0.07565668970346451, 0.525855302810669, 0.8417232632637024, 0.0029946279246360064, 0.9851080775260925, 0.22365637123584747]"
disgust,"When I was watching some scenes from the Bertoluchi's film ""Twentieth Century"". ",guilt,"[0.6911173462867737, 0.7250092029571533, 0.7585018277168274, 0.8747420310974121, 0.5774798840284348, 0.7769273519515991, 0.44128090143203735]"
shame,When I was a school girl and I copied at a class work. ,guilt,"[0.878911018371582, 0.8708094954490662, 0.6095524430274963, 0.9671099185943604, 0.2401128187775612, 0.5233381986618042, 0.892324686050415]"
guilt,"When I have sometimes been unfair to my parents, when I have happened to deceive them over some trifling things. ",guilt,"[0.9109441637992859, 0.9486092925071716, 0.735061764717102, 0.9765568971633911, 0.04390620393678546, 0.9415051937103271, 0.8903378248214722]"
joy,When I was admitted to the Sofia University. ,joy,"[0.3024758994579315, 0.05700422823429108, 0.3148069679737091, 0.38094547390937805, 0.9182312190532684, 0.18884021043777466, 0.13030964136123657]"
